,name,homepage,category,description,resource,labels,projectrank,show,github_id,npm_id,github_url,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,latest_stable_release_published_at,latest_stable_release_number,release_count,dependent_project_count,github_dependent_project_count,contributor_count,npm_url,npm_monthly_downloads,monthly_downloads,projectrank_placing,dockerhub_id,github_release_downloads,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,pypi_id,pypi_url,pypi_monthly_downloads,trending,helm_id,maven_id,maven_url,brew_id,gem_url,updated_github_id,apt_id,github-id
55,permify,https://github.com/Permify/permify,authorization,"An open-source authorization as a service inspired by Google Zanzibar, designed to build and manage fine-grained and..",,,28,True,permify/permify,,https://github.com/Permify/permify,Apache-2.0,2022-07-14 11:16:57,2025-01-16 07:03:19.000000,2025-01-16 07:03:12,4155.0,367.0,228.0,26.0,1674.0,39.0,189.0,5071.0,2025-01-14 13:53:09,1.2.6,100.0,4.0,4.0,63.0,,,238.0,3.0,ghcr.io/permify/permify,5958.0,https://hub.docker.com/r/ghcr.io/permify/permify,,,,,,,,,,,,,,,
56,cerbos,https://github.com/cerbos/cerbos,authorization,"Cerbos is the open core, language-agnostic, scalable authorization solution that makes user permissions and..",,,28,True,cerbos/cerbos,,https://github.com/cerbos/cerbos,Apache-2.0,2021-03-21 13:23:10,2025-01-16 11:27:49.000000,2025-01-16 11:27:48,1893.0,77.0,148.0,33.0,2029.0,42.0,336.0,3544.0,2024-11-26 14:18:43,0.40.0,63.0,28.0,28.0,33.0,,,2120.0,3.0,ghcr.io/cerbos/cerbos,97537.0,https://hub.docker.com/r/ghcr.io/cerbos/cerbos,,,,,,,,oci://ghcr.io/cerbos/helm-charts/cerbos,,,,,,,
57,node-solid-server,https://github.com/nodeSolidServer/node-solid-server,ssi-agents,Solid server on top of the file-system in NodeJS.,,['solid'],28,True,nodesolidserver/node-solid-server,solid-server,https://github.com/nodeSolidServer/node-solid-server,MIT,2014-09-21 22:05:03,2025-01-13 21:09:18.000000,2025-01-13 08:20:38,3183.0,34.0,297.0,78.0,865.0,286.0,639.0,1789.0,2024-11-23 10:17:00,5.8.3,58.0,3.0,3.0,89.0,https://www.npmjs.com/package/solid-server,753.0,8854.0,1.0,nodesolidserver/node-solid-server,,https://hub.docker.com/r/nodesolidserver/node-solid-server,2024-04-30 17:23:49.835167,5.0,1004641.0,,,,,,,,,,,,
58,yubikey-manager,https://github.com/Yubico/yubikey-manager,pki,Python library and command line tool for configuring any YubiKey over all USB interfaces.,,,28,True,Yubico/yubikey-manager,,https://github.com/Yubico/yubikey-manager,BSD-2-Clause,2016-07-04 14:23:53,2025-01-09 17:09:57.000000,2025-01-09 17:09:43,2825.0,11.0,123.0,62.0,320.0,35.0,283.0,896.0,2024-07-01 10:11:29,5.5.1,39.0,159.0,159.0,47.0,,,97688.0,2.0,,14268.0,,,,,yubikey-manager,https://pypi.org/project/yubikey-manager,97549.0,,,,,,,,,
59,faceswap,https://github.com/deepfakes/faceswap,biometrics,Deepfakes Software For All.,,,27,True,deepfakes/faceswap,,https://github.com/deepfakes/faceswap,GPL-3.0,2017-12-19 09:44:13,2024-11-19 23:13:32.000000,2024-11-19 23:12:57,1830.0,1.0,13138.0,1532.0,524.0,24.0,844.0,52899.0,2023-06-18 18:08:19,2.2.0,4.0,,,97.0,,,6382.0,3.0,,453152.0,,,,,,,,,,,,,,,,
60,oso,https://github.com/osohq/oso,authorization,Deprecated: See README.,,,27,True,osohq/oso,,https://github.com/osohq/oso,Apache-2.0,2020-05-04 20:05:50,2024-06-13 20:04:10.000000,2024-06-13 19:55:21,1214.0,,175.0,30.0,1527.0,109.0,103.0,3483.0,2024-01-13 04:08:30,0.27.3,100.0,208.0,208.0,67.0,,,37275.0,3.0,,3466.0,,,,,oso,https://pypi.org/project/oso,37202.0,,,,,,,,,
61,jansen,https://github.com/JanssenProject/jans,idp,"An enterprise identity and access management platform-- Janssen is a distribution of standards-based, developer..",,['linux-foundation'],27,True,janssenproject/jans,,https://github.com/JanssenProject/jans,Apache-2.0,2020-11-03 15:00:37,2025-01-16 18:22:19.000000,2025-01-16 18:01:45,34683.0,319.0,75.0,33.0,6128.0,452.0,3926.0,511.0,2024-12-24 18:40:41,1.2.0,100.0,,,122.0,,,471.0,3.0,,7076.0,,,,,,,,,,,,,,,,
62,ethr-did-resolver,https://github.com/decentralized-identity/ethr-did-resolver,dids,DID resolver for Ethereum Addresses with support for key management.,,['dif'],27,True,decentralized-identity/ethr-did-resolver,ethr-did-resolver,https://github.com/decentralized-identity/ethr-did-resolver,Apache-2.0,2018-03-31 18:40:19,2025-01-16 16:34:53.000000,2025-01-06 05:23:39,520.0,3.0,73.0,29.0,154.0,4.0,48.0,215.0,2025-01-06 05:24:12,11.0.3,69.0,1703.0,1703.0,28.0,https://www.npmjs.com/package/ethr-did-resolver,14171.0,14171.0,1.0,,,,,,,,,,,,,,,,,,
63,opal,https://github.com/permitio/opal,authorization,"Policy and data administration, distribution, and real-time updates on top of Policy Agents (OPA, Cedar, ...).",,,26,True,permitio/opal,,https://github.com/permitio/opal,Apache-2.0,2021-02-14 11:37:31,2025-01-13 15:39:39.000000,2025-01-13 11:14:47,2022.0,78.0,192.0,31.0,508.0,51.0,98.0,5170.0,2024-11-18 12:44:06,0.7.15,43.0,,,68.0,,,6031.0,3.0,permitio/opal-server,1343.0,https://hub.docker.com/r/permitio/opal-server,2024-11-18 12:51:28.778608,1.0,282117.0,,,,,,,,,,,,
64,aries-python,https://github.com/openwallet-foundation/acapy,ssi-sdks,ACA-Py is a foundation for building decentralized identity applications and services running in non-mobile environments.,,['hyperledger'],26,True,hyperledger/aries-cloudagent-python,,https://github.com/openwallet-foundation/acapy,Apache-2.0,2019-06-24 18:12:14,2025-01-15 16:32:56.000000,2025-01-15 16:32:25,9866.0,168.0,483.0,31.0,2130.0,120.0,1195.0,424.0,2025-01-08 17:44:33,1.2.0,100.0,,,151.0,,,,1.0,,,,,,,,,,,,,,,,openwallet-foundation/acapy,,
65,did-jwt-vc,https://github.com/decentralized-identity/did-jwt-vc,ssi-sdks,Create and verify W3C Verifiable Credentials and Presentations in JWT format.,,['dif'],26,True,decentralized-identity/did-jwt-vc,did-jwt-vc,https://github.com/decentralized-identity/did-jwt-vc,Apache-2.0,2019-07-22 20:20:06,2025-01-16 01:22:11.000000,2024-03-26 04:30:10,367.0,,44.0,23.0,100.0,2.0,48.0,187.0,2024-03-26 04:30:27,4.0.4,58.0,1126.0,1126.0,22.0,https://www.npmjs.com/package/did-jwt-vc,25498.0,25498.0,1.0,,,,,,,,,,,,,,,,,,
66,hanko,https://github.com/teamhanko/hanko,idp,"The Complete Authentication and User Management Solution for the Passkey Era. Open Source Alternative to Clerk, Auth0,..",,,25,False,teamhanko/hanko,,https://github.com/teamhanko/hanko,,2022-03-14 17:03:46,2025-01-15 20:28:26.000000,2025-01-15 20:28:23,2198.0,43.0,935.0,38.0,1593.0,44.0,343.0,7466.0,2024-12-17 08:43:35,backend/v1.3.1,29.0,297.0,297.0,50.0,,,17.0,3.0,,539.0,,,,,,,,,,,,,,,,
67,maxkey,https://github.com/dromara/MaxKey,idp,"Dromara MaxKey SSO ,Leading-Edge IAM-IDaas(Identity and Access Management) Product , Under Apache License, Version 2.0..",,,25,True,dromara/MaxKey,,https://github.com/dromara/MaxKey,Apache-2.0,2016-11-16 03:06:50,2025-01-16 03:09:57.000000,2025-01-16 03:09:09,2524.0,111.0,336.0,30.0,116.0,3.0,118.0,1565.0,2025-01-09 01:19:37,4.1.5,66.0,,,48.0,,,281.0,3.0,maxkeytop/maxkey,,https://hub.docker.com/r/maxkeytop/maxkey,2025-01-08 06:58:58.343275,5.0,27592.0,,,,,,,,,,,,
68,fido2-net-lib,https://github.com/passwordless-lib/fido2-net-lib,authentication,FIDO2 .NET library for FIDO2 / WebAuthn Attestation and Assertion using .NET.,,,25,True,passwordless-lib/fido2-net-lib,,https://github.com/passwordless-lib/fido2-net-lib,MIT,2018-05-31 07:51:51,2025-01-10 16:04:09.000000,2025-01-10 16:04:09,650.0,18.0,177.0,39.0,302.0,47.0,220.0,1207.0,2022-09-28 20:32:17,3.0.1,19.0,297.0,297.0,49.0,,,,3.0,,,,,,,,,,,,,,,,,,
69,athenz,https://github.com/AthenZ/athenz,pki,Open source platform for X.509 certificate based service authentication and fine grained access control in dynamic..,,['linux-foundation'],25,True,athenz/athenz,,https://github.com/AthenZ/athenz,Apache-2.0,2016-11-16 18:23:08,2025-01-16 17:05:41.000000,2025-01-16 17:05:41,3275.0,92.0,278.0,53.0,2558.0,30.0,245.0,917.0,2025-01-11 00:32:03,1.12.8,100.0,34.0,34.0,90.0,,,,2.0,,,,,,,,,,,,,,,,,,
70,conjur,https://github.com/cyberark/conjur,machine,CyberArk Conjur automatically secures secrets used by privileged users and machine identities.,,,25,True,cyberark/conjur,,https://github.com/cyberark/conjur,LGPL,2016-06-28 21:18:07,2024-12-17 14:12:17.000000,2024-11-21 17:03:23,3756.0,35.0,124.0,47.0,1898.0,207.0,902.0,822.0,2024-11-22 15:40:40,1.21.2,76.0,,,101.0,,,69384.0,3.0,cyberark/conjur,983.0,https://hub.docker.com/r/cyberark/conjur,2024-11-22 14:54:15.198377,30.0,7145475.0,,,,,,,,,,,,
71,supertokens,https://github.com/supertokens/supertokens-core,idp,Open source alternative to Auth0 / Firebase Auth / AWS Cognito.,,,24,True,supertokens/supertokens-core,,https://github.com/supertokens/supertokens-core,https://github.com/supertokens/supertokens-core/blob/4a134fff6e96c46546fd11d66592d75c9fcef614/ee/LICENSE.md,2020-01-05 13:30:52,2025-01-16 11:08:04.000000,2025-01-10 09:48:37,1192.0,106.0,550.0,65.0,565.0,124.0,388.0,13628.0,2025-01-13 19:18:01,10.0.0,79.0,,,31.0,,,,3.0,registry.supertokens.io/supertokens/supertokens-postgresql,,https://hub.docker.com/r/registry.supertokens.io/supertokens/supertokens-postgresql,,,,,,,,,,,,,,,
72,lemur,https://github.com/Netflix/lemur,pki,Repository for the Lemur Certificate Manager.,,,24,True,netflix/lemur,,https://github.com/Netflix/lemur,Apache-2.0,2015-06-16 16:36:07,2025-01-14 00:36:48.000000,2025-01-14 00:36:48,6578.0,121.0,313.0,424.0,4454.0,124.0,420.0,1730.0,2024-06-11 16:44:34,1.8.2,31.0,,,151.0,,,0.0,3.0,,64.0,,,,,,,,,,,,,,,,
73,freeipa,https://github.com/freeipa/freeipa,idp,"Mirror of FreeIPA, an integrated security information management solution.",,,24,True,freeipa/freeipa,,https://github.com/freeipa/freeipa,GPL-3.0,2012-05-15 20:34:40,2025-01-16 09:21:05.000000,2025-01-15 21:36:25,16080.0,50.0,337.0,51.0,7656.0,,,1187.0,,,,,,236.0,,,38945.0,3.0,freeipa/freeipa-server,,https://hub.docker.com/r/freeipa/freeipa-server,2025-01-15 07:06:15.394061,171.0,5919731.0,,,,,,,,,,,,
74,deepfacelab,https://github.com/iperov/DeepFaceLab,biometrics,DeepFaceLab is the leading software for creating deepfakes.,,,23,True,iperov/DeepFaceLab,,https://github.com/iperov/DeepFaceLab,GPL-3.0,2018-06-04 13:10:00,2024-11-13 19:29:05.000000,2024-11-13 19:29:05,1317.0,4.0,139.0,7.0,131.0,531.0,787.0,16795.0,2020-04-09 05:48:48,DF.wf.288res.384.92.72.22,2.0,21.0,21.0,22.0,,,3305.0,3.0,,191722.0,,,,,,,,,,,,,,,,
75,webauthn,https://github.com/w3c/webauthn,specs,Web Authentication: An API for accessing Public Key Credentials.,,['w3c'],23,True,w3c/webauthn,,https://github.com/w3c/webauthn,W3C,2016-02-08 14:51:38,2025-01-15 20:46:15.000000,2025-01-15 20:45:02,2652.0,115.0,173.0,180.0,941.0,67.0,1153.0,1204.0,2018-03-20 13:11:25,CR-00-20180320,7.0,,,80.0,,,,1.0,,,,,,,,,,,,,,,,,,
76,universal-resolver,https://github.com/decentralized-identity/universal-resolver,dids,Universal Resolver implementation and drivers.,,,23,True,decentralized-identity/universal-resolver,,https://github.com/decentralized-identity/universal-resolver,Apache-2.0,2017-08-01 18:25:42,2025-01-16 12:39:03.000000,2024-12-23 08:33:09,1818.0,38.0,239.0,57.0,338.0,34.0,86.0,568.0,2022-01-07 16:42:38,0.5.0,6.0,,,115.0,,,1483.0,2.0,universalresolver/uni-resolver-web,,https://hub.docker.com/r/universalresolver/uni-resolver-web,2024-12-23 08:34:38.273626,,131996.0,,,,,,,,,,,,
77,veramo,https://github.com/decentralized-identity/veramo,ssi-sdks,A JavaScript Framework for Verifiable Data.,,,23,True,decentralized-identity/veramo,,https://github.com/decentralized-identity/veramo,Apache-2.0,2019-11-12 14:18:17,2025-01-16 01:57:47.000000,2025-01-13 09:41:24,1883.0,9.0,131.0,24.0,820.0,66.0,390.0,446.0,2024-04-02 18:54:31,6.0.0,44.0,775.0,775.0,58.0,,,,1.0,,,,,,,,,,,,,,,,,,
78,dogtagpki,https://github.com/dogtagpki/pki,pki,The Dogtag Certificate System is an enterprise-class Certificate Authority (CA) which supports all aspects of..,,,23,True,dogtagpki/pki,,https://github.com/dogtagpki/pki,GPL-2.0,2017-02-16 19:36:36,2025-01-16 00:58:46.000000,2025-01-16 00:57:50,14103.0,260.0,137.0,15.0,1981.0,956.0,1986.0,388.0,2023-06-16 12:51:58,11.4.3,55.0,,,89.0,,,101.0,3.0,,8752.0,,,,,,,,,,,,,,,,
79,keystone,https://github.com/openstack/keystone,idp,OpenStack Identity (Keystone). Mirror of code maintained at opendev.org.,,['openstack'],22,True,openstack/keystone,,https://github.com/openstack/keystone,Apache-2.0,2013-05-30 14:48:39,2025-01-14 12:42:45.000000,2025-01-10 18:20:40,15081.0,29.0,664.0,110.0,19.0,,,696.0,,,,157.0,157.0,740.0,,,,3.0,,,,,,,,,,,,,,,,,,
80,iota-identity,https://github.com/iotaledger/identity.rs,ssi-sdks,Implementation of the Decentralized Identity standards such as DID and Verifiable Credentials by W3C for the IOTA..,,,22,True,iotaledger/identity.rs,,https://github.com/iotaledger/identity.rs,Apache-2.0,2020-02-06 14:33:11,2025-01-16 15:39:16.000000,2024-12-06 12:03:26,1490.0,2.0,88.0,28.0,1127.0,88.0,256.0,304.0,2024-09-23 08:34:59,1.4.0,32.0,136.0,136.0,42.0,,,,2.0,,,,,,,,,,,,,,,,,,
81,credo-ts,https://github.com/openwallet-foundation/credo-ts,ssi-sdks,Typescript framework for building decentralized identity and verifiable credential solutions.,,['openwallet-foundation'],22,True,openwallet-foundation/credo-ts,,https://github.com/openwallet-foundation/credo-ts,Apache-2.0,2019-11-20 17:23:33,2025-01-08 12:33:02.000000,2025-01-08 12:28:45,1090.0,32.0,188.0,28.0,1333.0,184.0,583.0,281.0,2024-11-07 19:07:51,0.5.13,100.0,3.0,3.0,71.0,,,,2.0,,,,,,,,,,,,,,,,,,
82,did-resolver,https://github.com/decentralized-identity/did-resolver,dids,Universal did-resolver for javascript environments.,,['dif'],22,True,decentralized-identity/did-resolver,,https://github.com/decentralized-identity/did-resolver,Apache-2.0,2018-02-20 16:33:55,2025-01-15 10:26:12.000000,2024-11-19 00:19:30,397.0,4.0,40.0,23.0,132.0,3.0,18.0,217.0,2023-03-08 14:05:37,4.1.0,24.0,6804.0,6804.0,24.0,,,,2.0,,,,,,,,,,,,,,,,,,
83,hyperledger-anoncreds-rs,https://github.com/hyperledger/anoncreds-rs,ssi-sdks,anoncreds-rs.,,['hyperledger'],22,False,hyperledger/anoncreds-rs,,https://github.com/hyperledger/anoncreds-rs,Apache-2.0,2022-10-20 16:09:54,2025-01-08 22:29:27.000000,2025-01-08 22:29:27,801.0,4.0,47.0,15.0,233.0,27.0,86.0,75.0,2024-02-13 10:21:42,0.2.0,30.0,135.0,135.0,26.0,,,9403.0,2.0,,225685.0,,,,,,,,,,,,,,,,
84,solid-client-authn-js,https://github.com/inrupt/solid-client-authn-js,authentication,A client library for authenticating with Solid.,,['solid'],22,False,inrupt/solid-client-authn-js,inrupt/solid-client-authn-node,https://github.com/inrupt/solid-client-authn-js,,2019-11-21 00:49:46,2025-01-16 18:15:10.000000,2025-01-15 12:44:50,2851.0,68.0,37.0,16.0,3679.0,54.0,100.0,71.0,2024-11-14 15:51:25,2.3.0,32.0,910.0,910.0,25.0,https://www.npmjs.com/package/inrupt/solid-client-authn-node,,,3.0,,,,,,,,,,,,,,,,,,
85,deepfacelive,https://github.com/iperov/DeepFaceLive,biometrics,Real-time face swap for PC streaming or video calls.,,,21,True,iperov/DeepFaceLive,,https://github.com/iperov/DeepFaceLive,GPL-3.0,2020-12-15 12:19:22,2024-11-08 03:07:42.000000,2024-10-24 16:17:15,328.0,2.0,193.0,388.0,25.0,1.0,143.0,27398.0,2023-01-21 09:26:53,TINA_SHIFT,35.0,,,11.0,,,28348.0,3.0,,1218967.0,,,,,,,,,,,,,,,,
86,howdy,https://github.com/boltgolt/howdy,authentication,Windows Hello style facial authentication for Linux.,,,21,True,boltgolt/howdy,,https://github.com/boltgolt/howdy,MIT,2018-01-05 00:54:21,2024-08-17 20:52:59.000000,2024-05-04 11:30:12,564.0,,305.0,62.0,154.0,243.0,583.0,5988.0,2020-09-02 15:57:23,2.6.1,11.0,,,62.0,,,249.0,3.0,,20701.0,,,,,,,,,,,,,,,howdy,
87,gotrue,https://github.com/netlify/gotrue,idp,An SWT based API for managing users and issuing SWT tokens.,,,21,True,netlify/gotrue,,https://github.com/netlify/gotrue,MIT,2016-05-16 23:14:24,2025-01-14 19:48:50.000000,2025-01-14 19:47:39,643.0,4.0,287.0,62.0,235.0,3.0,130.0,3939.0,2022-02-09 12:50:28,1.0.1,2.0,11.0,11.0,41.0,,,,3.0,,,,,,,,,,,,,,,,,,
88,openbr,https://github.com/biometrics/openbr,biometrics,"Open Source Biometrics, Face Recognition.",,,21,False,biometrics/openbr,,https://github.com/biometrics/openbr,,2012-12-20 02:52:37,2024-12-06 18:34:35.000000,2024-10-25 21:28:29,4051.0,1.0,759.0,250.0,343.0,63.0,210.0,2854.0,2015-09-29 22:50:55,1.1.0,4.0,,,58.0,,,851.0,3.0,,114107.0,,,,,,,,,,,,,,,,
89,appauth-ios,https://github.com/openid/AppAuth-iOS,authentication,iOS and macOS SDK for communicating with OAuth 2.0 and OpenID Connect providers.,,['openid'],21,True,openid/appauth-ios,,https://github.com/openid/AppAuth-iOS,Apache-2.0,2016-02-11 14:38:23,2024-11-28 00:10:31.000000,2024-11-26 00:53:33,411.0,4.0,731.0,99.0,342.0,175.0,356.0,1801.0,2024-11-26 01:35:07,1.7.6,32.0,,,52.0,,,,3.0,,,,,,,,,,,,,,,,,,
90,passwordlessid-webauthn,https://github.com/passwordless-id/webauthn,authentication,"Webauthn / passkeys helper library to make your life easier. Client side, server side and demo included.",,,21,True,passwordless-id/webauthn,passwordless-id/webauthn,https://github.com/passwordless-id/webauthn,MIT,2022-08-11 07:41:33,2024-12-01 16:33:19.000000,2024-12-01 16:33:19,244.0,4.0,54.0,8.0,30.0,3.0,48.0,489.0,2024-09-23 20:02:22,2.1.2,35.0,3259.0,3259.0,16.0,https://www.npmjs.com/package/passwordless-id/webauthn,,,3.0,,,,,,,,,,,,,,,,,,
91,waltid-identity,https://github.com/walt-id/waltid-identity,ssi-sdks,All-in-one open-source identity and wallet toolkit.,,,21,True,walt-id/waltid-identity,,https://github.com/walt-id/waltid-identity,Apache-2.0,2023-10-05 20:33:14,2025-01-16 15:50:44.000000,2025-01-16 09:08:34,4278.0,387.0,55.0,6.0,702.0,10.0,166.0,133.0,2024-12-20 20:22:19,0.10.0,100.0,1.0,1.0,26.0,,,,2.0,waltid/identity,,https://hub.docker.com/r/waltid/identity,,,,,,,,,,,,,,,
92,web-did-resolver,https://github.com/decentralized-identity/web-did-resolver,dids,DID resolver for HTTPS domains.,,['dif'],21,False,decentralized-identity/web-did-resolver,web-did-resolver,https://github.com/decentralized-identity/web-did-resolver,Apache-2.0,2018-09-20 21:44:09,2025-01-15 10:18:29.000000,2024-07-17 13:29:31,294.0,,16.0,15.0,124.0,1.0,11.0,85.0,2023-07-03 18:25:08,2.0.27,38.0,1210.0,1210.0,12.0,https://www.npmjs.com/package/web-did-resolver,16337.0,16337.0,2.0,,,,,,,,,,,,,,,,,,
93,facenet,https://github.com/davidsandberg/facenet,biometrics,Face recognition using Tensorflow.,,,20,False,davidsandberg/facenet,,https://github.com/davidsandberg/facenet,MIT,2016-02-12 22:14:40,2023-07-24 12:43:21.000000,2018-04-16 17:32:11,566.0,,4684.0,560.0,122.0,509.0,621.0,13901.0,,,,,,36.0,,,,3.0,,,,,,,,,,,,,,,,,,
94,indy-node,https://github.com/hyperledger/indy-node,ssi-sdks,The server portion of a distributed ledger purpose-built for decentralized identity.,,['hyperledger'],20,True,hyperledger/indy-node,,https://github.com/hyperledger/indy-node,Apache-2.0,2016-12-21 05:45:04,2025-01-16 14:23:59.000000,2025-01-15 22:49:00,4932.0,11.0,653.0,66.0,1802.0,39.0,57.0,690.0,2024-02-09 14:17:29,1.13.2,37.0,,,107.0,,,11.0,2.0,,752.0,,,,,,,,1.0,,,,,,,,
95,webauthn-ruby,https://github.com/cedarcode/webauthn-ruby,authentication,WebAuthn ruby server library Make your Ruby/Rails web server become a conformant WebAuthn Relying Party.,,,20,True,cedarcode/webauthn-ruby,,https://github.com/cedarcode/webauthn-ruby,MIT,2018-05-09 21:49:17,2024-11-14 19:57:43.000000,2024-11-14 19:56:04,940.0,29.0,57.0,12.0,317.0,8.0,109.0,670.0,,,,968.0,968.0,32.0,,,,3.0,,,,,,,,,,,,,,,,,,
96,dwn-sdk-js,https://github.com/decentralized-identity/dwn-sdk-js,ssi-agents,Decentralized Web Node (DWN) Reference implementation.,,['web5'],20,True,TBD54566975/dwn-sdk-js,tbd54566975/dwn-sdk-js,https://github.com/decentralized-identity/dwn-sdk-js,Apache-2.0,2022-03-11 17:33:48,2024-10-23 19:02:40.000000,2024-10-23 19:00:48,551.0,2.0,103.0,18.0,545.0,42.0,238.0,326.0,2024-10-23 19:02:40,0.5.2,62.0,470.0,470.0,48.0,https://www.npmjs.com/package/tbd54566975/dwn-sdk-js,,,2.0,,,,,,,,,,-1.0,,,,,,decentralized-identity/dwn-sdk-js,,
97,aries-framework-go,https://github.com/hyperledger-archives/aries-framework-go,ssi-sdks,Hyperledger Aries Framework Go provides packages for building Agent / DIDComm services.,,['hyperledger'],20,True,hyperledger/aries-framework-go,,https://github.com/hyperledger-archives/aries-framework-go,Apache-2.0,2019-07-09 20:45:08,2024-03-27 16:44:00.000000,2024-03-27 16:36:25,3197.0,,159.0,20.0,2046.0,388.0,1196.0,239.0,2023-05-09 10:57:15,0.3.2,14.0,3.0,3.0,62.0,,,,2.0,,,,,,,,,,,,,,,,hyperledger-archives/aries-framework-go,,
98,tbd-ssi-sdk,https://github.com/TBD54566975/ssi-sdk,ssi-sdks,self sovereign identity sdk.,,['web5'],20,True,tbd54566975/ssi-sdk,,https://github.com/TBD54566975/ssi-sdk,Apache-2.0,2022-02-02 20:20:10,2024-12-11 23:50:38.000000,2024-10-03 18:09:33,367.0,,55.0,13.0,399.0,49.0,108.0,209.0,2024-10-03 18:13:37,0.0.1-beta,5.0,57.0,57.0,23.0,,,,2.0,,,,,,,,,,,,,,,,,,
99,satosa,https://github.com/IdentityPython/SATOSA,authentication,"Proxy translating between different authentication protocols (SAML2, OpenID Connect and OAuth2).",,,20,True,IdentityPython/satosa,,https://github.com/IdentityPython/SATOSA,Apache-2.0,2015-09-02 07:08:03,2025-01-08 11:53:49.000000,2025-01-08 11:52:30,1740.0,2.0,115.0,27.0,358.0,47.0,75.0,207.0,2025-01-08 11:56:46,8.5.0,50.0,36.0,36.0,54.0,,,,3.0,,,,,,,,,,,,,,,,,,
100,polygon-js-sdk,https://github.com/0xPolygonID/js-sdk,ssi-sdks,SDK to work with Polygon ID.,,,20,False,0xPolygonID/js-sdk,,https://github.com/0xPolygonID/js-sdk,Apache-2.0,2022-11-08 12:11:09,2025-01-13 10:07:50.000000,2025-01-06 14:21:34,522.0,18.0,33.0,4.0,248.0,6.0,39.0,63.0,2025-01-13 10:07:51,1.26.0,88.0,231.0,231.0,19.0,,,,2.0,,,,,,,,,,,,,,,,,,
101,ja3,https://github.com/salesforce/ja3,pki,JA3 is a standard for creating SSL client fingerprints in an easy to produce and shareable way.,,,19,False,salesforce/ja3,,https://github.com/salesforce/ja3,BSD-3-Clause,2017-06-13 22:54:10,2023-10-20 20:55:26.000000,2023-10-20 20:55:26,151.0,,290.0,95.0,43.0,28.0,24.0,2824.0,,,,,,26.0,,,1163.0,3.0,,,,,,,pyja3,https://pypi.org/project/pyja3,1163.0,,,,,,,,,
102,ladon,https://github.com/ory/ladon,authorization,A SDK for access control policies: authorization for the microservice and IoT age. Inspired by AWS IAM policies...,,['ory'],19,True,ory/ladon,,https://github.com/ory/ladon,Apache-2.0,2015-10-16 15:21:28,2025-01-02 14:11:53.000000,2025-01-02 14:11:52,162.0,9.0,221.0,63.0,107.0,4.0,57.0,2401.0,2024-03-06 13:35:30,1.3.0,41.0,,,54.0,,,,3.0,,,,,,,,,,,,,,,,,,
103,webauthn4j,https://github.com/webauthn4j/webauthn4j,authentication,A portable Java library for WebAuthn(Passkeys) server side verification.,,,19,True,webauthn4j/webauthn4j,,https://github.com/webauthn4j/webauthn4j,Apache-2.0,2018-05-20 12:14:36,2025-01-15 14:10:06.000000,2025-01-10 02:00:20,2518.0,66.0,75.0,20.0,895.0,5.0,128.0,462.0,2025-01-01 04:15:40,0.28.4.RELEASE,72.0,,,30.0,,,,3.0,,,,,,,,,,,,com.webauthn4j:webauthn4j-core,https://search.maven.org/artifact/com.webauthn4j/webauthn4j-core,,,,,
104,sidetree,https://github.com/decentralized-identity/sidetree,specs,Sidetree Specification and Reference Implementation.,,['dif'],19,False,decentralized-identity/sidetree,,https://github.com/decentralized-identity/sidetree,Apache-2.0,2018-09-04 17:20:14,2024-12-12 16:15:38.000000,2023-04-04 19:14:54,1149.0,,106.0,40.0,684.0,37.0,441.0,438.0,2021-03-09 22:06:35,1.0.2,12.0,,,47.0,,,,1.0,,,,,,,,,,,,,,,,,,
105,spruceid-ssi,https://github.com/spruceid/ssi,ssi-sdks,Core library for decentralized identity.,,,19,True,spruceid/ssi,,https://github.com/spruceid/ssi,Apache-2.0,2020-08-04 14:40:34,2025-01-15 10:26:32.000000,2025-01-15 10:22:23,616.0,25.0,60.0,34.0,439.0,75.0,117.0,196.0,,,,148.0,148.0,30.0,,,,2.0,,,,,,,,,,,,,,,,,,
106,aries-mobile-agent-react-native,https://github.com/openwallet-foundation/bifold-wallet,ssi-agents,Aries Mobile Agent React Native - Part of the Aries Bifold effort to provide SSI capabilities in a production ready app.,,['hyperledger'],19,True,hyperledger/aries-mobile-agent-react-native,,https://github.com/openwallet-foundation/bifold-wallet,Apache-2.0,2020-11-06 19:58:19,2025-01-15 21:43:24.000000,2025-01-15 21:41:09,1885.0,76.0,139.0,24.0,1116.0,60.0,213.0,157.0,,,,,,54.0,,,,2.0,,,,,,,,,,,,,,,,openwallet-foundation/bifold-wallet,,
107,polygon-issuer,https://github.com/0xPolygonID/issuer-node,ssi-agents,Privado ID Self-Hosted Issuer Node.,,,19,False,0xPolygonID/issuer-node,,https://github.com/0xPolygonID/issuer-node,Apache-2.0,2022-12-20 15:29:39,2025-01-16 16:27:34.000000,2024-12-23 14:07:00,2021.0,43.0,81.0,8.0,757.0,4.0,130.0,91.0,2024-11-08 09:49:24,3.0.1,20.0,,,25.0,,,,2.0,,,,,,,,,,,,,,,,,,
