,name,github_id,group_id,group,category,labels,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,commit_count,fork_count,watchers_count,pr_count,star_count,description,contributor_count,projectrank,show,recent_commit_count,release_count,open_issue_count,closed_issue_count,latest_stable_release_published_at,dependent_project_count,monthly_downloads,projectrank_placing,latest_stable_release_number,github_release_downloads,github_dependent_project_count,dockerhub_id,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_pulls,trending,updated_github_id,npm_id,npm_url,npm_monthly_downloads,dockerhub_stars,pypi_id,pypi_url,pypi_monthly_downloads,helm_id,maven_id,maven_url,brew_id,gem_url,apt_id
48,did-resolver,decentralized-identity/did-resolver,,,decentralized,['dif'],https://github.com/decentralized-identity/did-resolver,https://github.com/decentralized-identity/did-resolver,Apache-2.0,2018-02-20 16:33:55,2023-06-19 00:31:17.000000,2023-03-08 14:05:28,373.0,42.0,24.0,123.0,183.0,Universal did-resolver for javascript environments.,24.0,28,True,,24.0,3.0,18.0,2023-03-08 14:05:37,4183.0,125444.0,1.0,4.1.0,,4183.0,,,,,,,did-resolver,https://www.npmjs.com/package/did-resolver,125444.0,,,,,,,,,,
49,keto,ory/keto,,,authorization,['ory'],https://github.com/ory/keto,https://github.com/ory/keto,Apache-2.0,2018-03-17 10:40:15,2023-06-22 13:03:14.000000,2023-06-22 12:35:03,1412.0,288.0,58.0,979.0,4072.0,"Open Source (Go) implementation of Zanzibar: Googles Consistent, Global Authorization System. Ships gRPC, REST APIs,..",67.0,27,True,39.0,50.0,45.0,252.0,,2.0,786099.0,3.0,,15565.0,2.0,oryd/keto,https://hub.docker.com/r/oryd/keto,2023-03-09 14:30:27.177505,49506415.0,,,,,,6.0,,,,,,,,,
50,cerbos,cerbos/cerbos,,,authorization,,https://github.com/cerbos/cerbos,https://github.com/cerbos/cerbos,Apache-2.0,2021-03-21 13:23:10,2023-06-22 16:05:12.000000,2023-06-22 16:05:11,1285.0,72.0,22.0,1363.0,1482.0,"Cerbos is the open core, language-agnostic, scalable authorization solution that makes user permissions and..",19.0,27,True,100.0,51.0,40.0,234.0,2023-06-13 09:42:56,11.0,1378.0,3.0,0.28.0,37214.0,11.0,ghcr.io/cerbos/cerbos,https://hub.docker.com/r/ghcr.io/cerbos/cerbos,,,,,,,,,,,,oci://ghcr.io/cerbos/helm-charts/cerbos,,,,,
51,jansen,janssenproject/jans,,,idp,['linux-foundation'],https://github.com/JanssenProject/jans,https://github.com/JanssenProject/jans,Apache-2.0,2020-11-03 15:00:37,2023-06-22 16:24:41.000000,2023-06-22 11:45:41,32491.0,46.0,26.0,2978.0,249.0,"Welcome to the Janssen Project, an open standards-based digital Identity platform introducing Agama, a programming..",107.0,27,True,575.0,100.0,306.0,1987.0,2023-06-12 10:53:43,,238.0,3.0,1.0.14,714.0,,,,,,,,,,,,,,,,,,,,
52,did-jwt-vc,decentralized-identity/did-jwt-vc,,,decentralized,['dif'],https://github.com/decentralized-identity/did-jwt-vc,https://github.com/decentralized-identity/did-jwt-vc,Apache-2.0,2019-07-22 20:20:06,2023-06-19 03:00:55.000000,2023-06-19 01:18:40,314.0,38.0,24.0,86.0,152.0,Create and verify W3C Verifiable Credentials and Presentations in JWT format.,22.0,27,True,15.0,41.0,5.0,44.0,2023-06-08 02:39:22,633.0,21981.0,1.0,3.2.3,,633.0,,,,,,,did-jwt-vc,https://www.npmjs.com/package/did-jwt-vc,21981.0,,,,,,,,,,
53,whisper,openai/whisper,,,voice,,https://github.com/openai/whisper,https://github.com/openai/whisper,MIT,2022-09-16 20:02:54,2023-06-22 09:29:22.000000,2023-05-05 07:31:35,115.0,4316.0,359.0,155.0,39701.0,Robust Speech Recognition via Large-Scale Weak Supervision.,54.0,26,True,14.0,6.0,,,2023-03-15 07:40:02,,152207.0,3.0,20230314,,,,,,,,,,,,,openai-whisper,https://pypi.org/project/openai-whisper,152207.0,,,,,,
54,kanidm,kanidm/kanidm,,,idp,,https://github.com/kanidm/kanidm,https://github.com/kanidm/kanidm,MPL-2.0,2019-02-02 01:41:26,2023-06-22 12:57:48.000000,2023-06-22 02:09:09,1301.0,92.0,16.0,1256.0,1504.0,"Kanidm: A simple, secure and fast identity management platform.",44.0,26,True,212.0,14.0,111.0,380.0,2023-05-01 01:14:41,42.0,121.0,3.0,1.1.0-alpha.12,18.0,42.0,kanidm/server,https://hub.docker.com/r/kanidm/server,2023-06-19 23:58:11.990911,6309.0,,,,,,,,,,,,,,,
55,conjur,cyberark/conjur,,,machine,,https://github.com/cyberark/conjur,https://github.com/cyberark/conjur,LGPL,2016-06-28 21:18:07,2023-06-22 17:50:08.000000,2023-06-13 17:38:59,3308.0,117.0,46.0,1724.0,679.0,CyberArk Conjur automatically secures secrets used by privileged users and machine identities.,89.0,26,True,52.0,69.0,206.0,901.0,2023-01-26 20:38:30,,81800.0,3.0,1.19.3,338.0,,cyberark/conjur,https://hub.docker.com/r/cyberark/conjur,2023-06-14 17:42:50.672796,6870829.0,,,,,,30.0,,,,,,,,,
56,aries-framework-go,hyperledger/aries-framework-go,aries,,decentralized,['hyperledger'],https://github.com/hyperledger/aries-framework-go,https://github.com/hyperledger/aries-framework-go,Apache-2.0,2019-07-09 20:45:08,2023-06-22 17:51:14.000000,2023-06-22 17:17:16,3178.0,152.0,20.0,2019.0,227.0,Hyperledger Aries Framework Go provides packages for building Agent / DIDComm services.,58.0,26,True,39.0,14.0,387.0,1194.0,2023-05-09 10:57:15,299.0,,2.0,0.3.2,,299.0,,,,,,,,,,,,,,,,,,,
57,deepfacelab,iperov/DeepFaceLab,,,face,,https://github.com/iperov/DeepFaceLab,https://github.com/iperov/DeepFaceLab,GPL-3.0,2018-06-04 13:10:00,2023-06-06 19:13:03.000000,2023-04-27 06:45:45,1313.0,8380.0,1068.0,125.0,40781.0,DeepFaceLab is the leading software for creating deepfakes.,22.0,25,True,1.0,2.0,508.0,786.0,2020-04-09 05:48:48,,3880.0,3.0,DF.wf.288res.384.92.72.22,151328.0,,,,,,,,,,,,,,,,,,,,
58,authentik,goauthentik/authentik,,,idp,,https://github.com/goauthentik/authentik,https://github.com/goauthentik/authentik,https://github.com/goauthentik/authentik/blob/13591fc72cd2f07bdd1c17f66e4f4f0a6608d8eb/authentik/enterprise/LICENSE,2019-12-30 09:19:48,2023-06-22 14:28:47.000000,2023-06-22 14:28:45,11836.0,323.0,20.0,4568.0,4099.0,The authentication glue you need.,170.0,25,True,670.0,100.0,349.0,997.0,2023-06-01 18:32:23,,60.0,3.0,ersion/2023.5.3,1445.0,,,,,,,,,,,,,,,https://charts.goauthentik.io,,,,,
59,deepfacelive,iperov/DeepFaceLive,,,face,,https://github.com/iperov/DeepFaceLive,https://github.com/iperov/DeepFaceLive,GPL-3.0,2020-12-15 12:19:22,2023-05-30 08:51:55.000000,2023-05-30 08:51:55,324.0,2035.0,219.0,25.0,14922.0,Real-time face swap for PC streaming or video calls.,11.0,24,True,4.0,35.0,1.0,127.0,2023-01-21 09:26:53,,17803.0,3.0,TINA_SHIFT,427286.0,,,,,,,,,,,,,,,,,,,,
60,lemur,netflix/lemur,,,pki,,https://github.com/Netflix/lemur,https://github.com/Netflix/lemur,Apache-2.0,2015-06-16 16:36:07,2023-06-20 20:45:27.000000,2023-06-20 20:45:26,5509.0,303.0,399.0,3903.0,1641.0,Repository for the Lemur Certificate Manager.,147.0,24,True,132.0,25.0,122.0,392.0,2023-04-04 20:35:03,,0.0,3.0,1.4.0,49.0,,,,,,,,,,,,,,,,,,,,
61,opal,permitio/opal,,,authorization,,https://github.com/permitio/opal,https://github.com/permitio/opal,Apache-2.0,2021-02-14 11:37:31,2023-06-21 11:49:11.000000,2023-06-20 15:13:04,1629.0,105.0,19.0,315.0,1636.0,"Policy and data administration, distribution, and real-time updates on top of Policy Agents (OPA, Cedar, ...).",41.0,24,True,181.0,30.0,29.0,74.0,2023-06-20 16:40:32,,1778.0,3.0,0.7.2,459.0,,permitio/opal-server,https://hub.docker.com/r/permitio/opal-server,2023-06-21 11:35:30.026461,49319.0,,,,,,,,,,,,,,,
62,aries-python,hyperledger/aries-cloudagent-python,aries,,decentralized,['hyperledger'],https://github.com/hyperledger/aries-cloudagent-python,https://github.com/hyperledger/aries-cloudagent-python,Apache-2.0,2019-06-24 18:12:14,2023-06-22 17:01:25.000000,2023-06-20 15:14:33,7482.0,406.0,32.0,1352.0,351.0,Hyperledger Aries Cloud Agent Python (ACA-Py) is a foundation for building decentralized identity applications and..,117.0,24,True,246.0,53.0,182.0,741.0,2023-04-06 14:41:18,,,2.0,0.8.1,,,,,,,,,,,,,,,,,,,,,
63,iota-identity,iotaledger/identity.rs,,,decentralized,,https://github.com/iotaledger/identity.rs,https://github.com/iotaledger/identity.rs,Apache-2.0,2020-02-06 14:33:11,2023-06-22 16:29:18.000000,2023-06-16 09:37:11,1355.0,63.0,24.0,910.0,256.0,Implementation of the Decentralized Identity standards such as DID and Verifiable Credentials by W3C for the IOTA..,32.0,24,True,26.0,18.0,55.0,199.0,2023-03-08 16:34:58,87.0,,2.0,0.6.2,,87.0,,,,,,,,,,,,,,,,,,,
64,aries-vcx,hyperledger/aries-vcx,aries,,decentralized,['hyperledger'],https://github.com/hyperledger/aries-vcx,https://github.com/hyperledger/aries-vcx,Apache-2.0,2020-07-21 07:26:03,2023-06-22 14:29:43.000000,2023-06-20 08:18:35,9580.0,41.0,11.0,740.0,53.0,"AriesVCX is a Rust library for building web and mobile applications issuing, holding, presenting and verifying..",138.0,24,False,61.0,61.0,35.0,104.0,2023-05-23 13:25:58,10.0,301.0,2.0,0.56.0,10243.0,10.0,,,,,,,,,,,,,,,,,,,
65,supertokens,supertokens/supertokens-core,,,idp,,https://github.com/supertokens/supertokens-core,https://github.com/supertokens/supertokens-core,https://github.com/supertokens/supertokens-core/blob/4a134fff6e96c46546fd11d66592d75c9fcef614/ee/LICENSE.md,2020-01-05 13:30:52,2023-06-22 13:41:54.000000,2023-06-19 10:37:11,782.0,337.0,64.0,296.0,9566.0,Open source alternative to Auth0 / Firebase Auth / AWS Cognito.,24.0,23,True,109.0,25.0,95.0,318.0,2023-06-19 17:39:59,,,3.0,6.0.0,,,registry.supertokens.io/supertokens/supertokens-postgresql,https://hub.docker.com/r/registry.supertokens.io/supertokens/supertokens-postgresql,,,,,,,,,,,,,,,,,
66,permify,permify/permify,,,authorization,,https://github.com/Permify/permify,https://github.com/Permify/permify,Apache-2.0,2022-07-14 11:16:57,2023-06-20 16:47:32.000000,2023-06-20 16:26:24,1572.0,50.0,13.0,445.0,1502.0,Permify is an open-source authorization service inspired by Google Zanzibar.,22.0,23,True,499.0,31.0,20.0,81.0,2023-06-20 17:05:10,,77.0,3.0,0.4.6,779.0,,ghcr.io/permify/permify,https://hub.docker.com/r/ghcr.io/permify/permify,,,,,,,,,,,,,,,,,
67,freeipa,freeipa/freeipa,,,idp,,https://github.com/freeipa/freeipa,https://github.com/freeipa/freeipa,GPL-3.0,2012-05-15 20:34:40,2023-06-22 17:49:37.000000,2023-06-21 19:08:17,15627.0,299.0,51.0,6894.0,957.0,"Mirror of FreeIPA, an integrated security information management solution.",216.0,23,True,104.0,,,,,,40951.0,3.0,,,,freeipa/freeipa-server,https://hub.docker.com/r/freeipa/freeipa-server,2023-06-21 05:26:53.581617,5446615.0,,,,,,149.0,,,,,,,,,
68,athenz,athenz/athenz,,,pki,['linux-foundation'],https://github.com/AthenZ/athenz,https://github.com/AthenZ/athenz,Apache-2.0,2016-11-16 18:23:08,2023-06-22 10:13:24.000000,2023-06-21 23:08:52,2685.0,238.0,52.0,1984.0,785.0,Open source platform for X.509 certificate based service authentication and fine grained access control in dynamic..,71.0,23,True,94.0,100.0,29.0,183.0,2023-06-06 01:14:36,,,3.0,1.11.32,,,,,,,,,,,,,,,,,,,,,
69,universal-resolver,decentralized-identity/universal-resolver,,,decentralized,,https://github.com/decentralized-identity/universal-resolver,https://github.com/decentralized-identity/universal-resolver,Apache-2.0,2017-08-01 18:25:42,2023-06-22 11:04:05.591074,2023-06-22 10:58:40,1615.0,208.0,58.0,270.0,463.0,Universal Resolver implementation and drivers.,95.0,23,True,16.0,6.0,23.0,79.0,2022-01-07 16:42:38,,1553.0,2.0,0.5.0,,,universalresolver/uni-resolver-web,https://hub.docker.com/r/universalresolver/uni-resolver-web,2023-06-22 11:04:05.591074,108717.0,,,,,,,,,,,,,,,
70,howdy,boltgolt/howdy,,,authentication,,https://github.com/boltgolt/howdy,https://github.com/boltgolt/howdy,MIT,2018-01-05 00:54:21,2023-06-19 21:10:36.000000,2023-03-08 16:41:32,506.0,254.0,52.0,130.0,4750.0,Windows Hello style facial authentication for Linux.,54.0,22,True,,11.0,169.0,500.0,2020-09-02 15:57:23,,197.0,3.0,2.6.1,12613.0,,,,,,,,,,,,,,,,,,,,howdy
71,openbr,biometrics/openbr,,,face,,https://github.com/biometrics/openbr,https://github.com/biometrics/openbr,,2012-12-20 02:52:37,2023-06-13 19:47:28.000000,2022-12-15 18:47:15,4019.0,748.0,254.0,322.0,2797.0,"Open Source Biometrics, Face Recognition.",55.0,22,False,,4.0,62.0,209.0,2015-09-29 22:50:55,,949.0,3.0,1.1.0,109200.0,,,,,,,,,,,,,,,,,,,,
72,gotrue,netlify/gotrue,,,idp,,https://github.com/netlify/gotrue,https://github.com/netlify/gotrue,MIT,2016-05-16 23:14:24,2023-05-27 21:02:59.000000,2023-05-05 17:28:31,638.0,257.0,63.0,218.0,3462.0,An SWT based API for managing users and issuing SWT tokens.,38.0,21,True,3.0,2.0,13.0,116.0,2022-02-09 12:50:28,10.0,,3.0,1.0.1,,10.0,,,,,,,,,,,,,,,,,,,
73,appauth-ios,openid/appauth-ios,,,authentication,['openid'],https://github.com/openid/AppAuth-iOS,https://github.com/openid/AppAuth-iOS,Apache-2.0,2016-02-11 14:38:23,2023-06-22 08:29:21.000000,2023-04-28 17:27:10,390.0,630.0,90.0,302.0,1550.0,iOS and macOS SDK for communicating with OAuth 2.0 and OpenID Connect providers.,46.0,21,True,5.0,25.0,158.0,300.0,2023-05-01 17:52:41,,,3.0,1.6.2,,,,,,,,,,,,,,,,,,,,,
74,veramo,uport-project/veramo,,,decentralized,,https://github.com/uport-project/veramo,https://github.com/uport-project/veramo,Apache-2.0,2019-11-12 14:18:17,2023-06-19 01:31:39.000000,2023-06-14 08:24:23,1721.0,99.0,20.0,651.0,324.0,A JavaScript Framework for Verifiable Data.,48.0,21,True,26.0,35.0,56.0,333.0,2023-05-02 15:41:47,3.0,,2.0,5.2.0,,3.0,,,,,1.0,,,,,,,,,,,,,,
75,aries-framework-javascript,hyperledger/aries-framework-javascript,aries,,decentralized,['hyperledger'],https://github.com/hyperledger/aries-framework-javascript,https://github.com/hyperledger/aries-framework-javascript,Apache-2.0,2019-11-20 17:23:33,2023-06-21 07:38:54.000000,2023-06-15 08:10:58,776.0,129.0,25.0,908.0,192.0,Aries Framework JavaScript (Built using TypeScript).,53.0,21,True,52.0,75.0,161.0,395.0,2023-06-03 17:51:03,2.0,,2.0,0.4.0,,2.0,,,,,,,,,,,,,,,,,,,
76,web-did-resolver,decentralized-identity/web-did-resolver,,,decentralized,['dif'],https://github.com/decentralized-identity/web-did-resolver,https://github.com/decentralized-identity/web-did-resolver,Apache-2.0,2018-09-20 21:44:09,2023-06-19 03:09:15.000000,2023-06-19 00:36:13,247.0,14.0,14.0,112.0,70.0,DID resolver for HTTPS domains.,12.0,21,False,9.0,35.0,1.0,10.0,2023-05-14 15:40:43,628.0,18244.0,2.0,2.0.24,,628.0,,,,,-1.0,,web-did-resolver,https://www.npmjs.com/package/web-did-resolver,18244.0,,,,,,,,,,
77,facenet,davidsandberg/facenet,,,face,,https://github.com/davidsandberg/facenet,https://github.com/davidsandberg/facenet,MIT,2016-02-12 22:14:40,2023-03-25 00:05:44.000000,2018-04-16 17:32:11,566.0,4663.0,566.0,121.0,13104.0,Face recognition using Tensorflow.,36.0,20,False,,,495.0,618.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,
78,sidetree,decentralized-identity/sidetree,,,standards,['dif'],https://github.com/decentralized-identity/sidetree,https://github.com/decentralized-identity/sidetree,Apache-2.0,2018-09-04 17:20:14,2023-04-24 18:28:00.000000,2023-04-04 19:14:54,1149.0,100.0,43.0,677.0,423.0,Sidetree Specification and Reference Implementation.,47.0,20,True,1.0,12.0,37.0,441.0,2021-03-09 22:06:35,28.0,,1.0,1.0.2,,28.0,,,,,,,,,,,,,,,,,,,
79,appauth-android,openid/appauth-android,,,authentication,['openid'],https://github.com/openid/AppAuth-Android,https://github.com/openid/AppAuth-Android,Apache-2.0,2016-02-19 15:09:43,2023-06-07 08:32:49.000000,2023-05-21 18:52:03,338.0,769.0,235.0,225.0,2487.0,Android client SDK for communicating with OAuth 2.0 and OpenID Connect providers.,46.0,19,True,6.0,,161.0,503.0,,,,3.0,,,,,,,,,,,,,,,,,,net.openid:appauth,https://search.maven.org/artifact/net.openid/appauth,,,
80,ja3,salesforce/ja3,,,pki,,https://github.com/salesforce/ja3,https://github.com/salesforce/ja3,BSD-3-Clause,2017-06-13 22:54:10,2023-05-25 18:52:34.000000,2023-05-25 18:52:34,148.0,260.0,94.0,41.0,2131.0,JA3 is a standard for creating SSL client fingerprints in an easy to produce and shareable way.,25.0,19,True,4.0,,28.0,22.0,,,1443.0,3.0,,,,,,,,,,,,,,pyja3,https://pypi.org/project/pyja3,1443.0,,,,,,
81,webauthn,w3c/webauthn,,,standards,['w3c'],https://github.com/w3c/webauthn,https://github.com/w3c/webauthn,W3C,2016-02-08 14:51:38,2023-06-14 22:24:55.000000,2023-06-14 19:50:36,2043.0,138.0,168.0,791.0,980.0,Web Authentication: An API for accessing Public Key Credentials.,70.0,19,True,12.0,7.0,75.0,988.0,2018-03-20 13:11:25,,,2.0,CR-00-20180320,,,,,,,,,,,,,,,,,,,,,
82,dwn-sdk-js,TBD54566975/dwn-sdk-js,,,decentralized,['web5'],https://github.com/TBD54566975/dwn-sdk-js,https://github.com/TBD54566975/dwn-sdk-js,Apache-2.0,2022-03-11 17:33:48,2023-06-22 17:54:09.000000,2023-06-22 17:46:40,269.0,70.0,16.0,232.0,291.0,Decentralized Web Node (DWN) Reference implementation.,27.0,19,True,70.0,14.0,33.0,135.0,,40.0,,3.0,,,40.0,,,,,,,tbd54566975/dwn-sdk-js,https://www.npmjs.com/package/tbd54566975/dwn-sdk-js,,,,,,,,,,,
83,ladon,ory/ladon,,,authorization,['ory'],https://github.com/ory/ladon,https://github.com/ory/ladon,Apache-2.0,2015-10-16 15:21:28,2023-06-09 16:12:30.000000,2023-06-09 16:12:30,149.0,218.0,64.0,103.0,2221.0,A SDK for access control policies: authorization for the microservice and IoT age. Inspired by AWS IAM policies...,50.0,18,True,1.0,40.0,5.0,53.0,2020-04-30 07:36:33,,,3.0,1.2.0,,,,,,,,,,,,,,,,,,,,,
84,ion,decentralized-identity/ion,,,decentralized,,https://github.com/decentralized-identity/ion,https://github.com/decentralized-identity/ion,Apache-2.0,2019-01-25 00:34:40,2023-03-23 03:45:28.000000,2023-03-20 08:32:40,214.0,158.0,95.0,183.0,1196.0,The Identity Overlay Network (ION) is a DID Method implementation using the Sidetree protocol atop Bitcoin.,30.0,18,True,,17.0,64.0,68.0,2022-06-09 01:42:53,,,3.0,1.0.4,,,,,,,,,,,,,,,,,,,,,
85,appauth-js,openid/appauth-js,,,authentication,['openid'],https://github.com/openid/AppAuth-JS,https://github.com/openid/AppAuth-JS,Apache-2.0,2017-04-03 11:22:40,2022-10-15 14:37:14.000000,2022-07-19 15:07:09,89.0,149.0,37.0,93.0,920.0,JavaScript client SDK for communicating with OAuth 2.0 and OpenID Connect providers.,10.0,18,True,,,29.0,102.0,,1665.0,,3.0,,,1665.0,,,,,,,,,,,,,,,,,,,
86,keystone,openstack/keystone,,,idp,['openstack'],https://github.com/openstack/keystone,https://github.com/openstack/keystone,Apache-2.0,2013-05-30 14:48:39,2023-06-14 20:53:31.000000,2023-06-02 19:20:03,14802.0,643.0,115.0,17.0,657.0,OpenStack Identity (Keystone). Mirror of code maintained at opendev.org.,712.0,18,True,8.0,,,,,,,3.0,,,,,,,,-1.0,,,,,,,,,,,,,,
87,aries-rfcs,hyperledger/aries-rfcs,,,standards,['hyperledger'],https://github.com/hyperledger/aries-rfcs,https://github.com/hyperledger/aries-rfcs,Apache-2.0,2019-05-08 16:49:20,2023-06-20 18:39:15.000000,2023-03-31 16:40:35,2105.0,205.0,59.0,567.0,304.0,"Hyperledger Aries is infrastructure for blockchain-rooted, peer-to-peer interactions.",84.0,18,True,6.0,,52.0,169.0,,,,2.0,,,,,,,,,,,,,,,,,,,,,,
88,vc-data-model,w3c/vc-data-model,,,standards,['w3c'],https://github.com/w3c/vc-data-model,https://github.com/w3c/vc-data-model,W3C,2016-11-15 20:14:42,2023-06-21 17:44:09.000000,2023-06-21 13:14:02,1344.0,71.0,83.0,591.0,235.0,W3C Verifiable Credentials Working Group VC Data Model and Representations specification.,57.0,18,True,83.0,,71.0,489.0,,,,2.0,,,,,,,,,,,,,,,,,,,,,,
89,aries-mobile-agent-react-native,hyperledger/aries-mobile-agent-react-native,aries,,decentralized,['hyperledger'],https://github.com/hyperledger/aries-mobile-agent-react-native,https://github.com/hyperledger/aries-mobile-agent-react-native,Apache-2.0,2020-11-06 19:58:19,2023-06-22 18:04:52.000000,2023-06-20 22:09:25,1473.0,98.0,23.0,644.0,104.0,Aries Mobile Agent React Native - Part of the Aries Bifold effort to provide SSI capabilities in a production ready app.,37.0,18,True,130.0,,54.0,151.0,,1.0,,3.0,,,1.0,,,,,,,,,,,,,,,,,,,
90,trinsic-okapi,trinsic-id/okapi,trinsic-id,,decentralized,,https://github.com/trinsic-id/okapi,https://github.com/trinsic-id/okapi,Apache-2.0,2020-10-19 15:17:13,2023-05-24 00:56:11.000000,2023-04-15 21:46:00,532.0,12.0,6.0,510.0,23.0,Collection of tools that support workflows for authentic data and identity management. Libraries available in most..,14.0,18,False,1.0,19.0,4.0,77.0,2022-05-29 21:14:21,450.0,638.0,3.0,1.6.0,15970.0,450.0,,,,,,,,,,,,,,,,,,,
91,spiffe,spiffe/spiffe,,,machine,"['cncf', 'linux-foundation']",https://github.com/spiffe/spiffe,https://github.com/spiffe/spiffe,Apache-2.0,2017-08-07 20:45:21,2023-05-19 16:36:58.000000,2023-05-10 21:38:22,528.0,143.0,82.0,196.0,1242.0,The SPIFFE Project.,57.0,17,True,13.0,,16.0,38.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,
92,waltid-walletkit,walt-id/waltid-walletkit,waltid-ssikit,,decentralized,,https://github.com/walt-id/waltid-walletkit,https://github.com/walt-id/waltid-walletkit,Apache-2.0,2021-09-24 15:14:51,2023-06-20 14:36:59.618041,2023-06-20 14:31:53,680.0,24.0,2.0,99.0,31.0,"Supercharge your app with SSI, NFTs or fungible tokens.",12.0,17,False,84.0,31.0,2.0,39.0,2023-06-20 14:37:02,,58.0,3.0,1.2306201432.0,,,waltid/walletkit,https://hub.docker.com/r/waltid/walletkit,2023-06-20 14:36:59.618041,1238.0,,,,,,,,,,,,,,,
93,openid4vci,sphereon-opensource/openid4vci,sphereon-ssi,,decentralized,,https://github.com/Sphereon-Opensource/OID4VCI,https://github.com/Sphereon-Opensource/OID4VCI,Apache-2.0,2022-10-09 21:29:30,2023-06-19 00:28:10.000000,2023-06-18 15:54:48,542.0,8.0,5.0,52.0,27.0,OpenID for Verifiable Credential Issuance - client and issuer library.,8.0,17,False,267.0,8.0,,5.0,2023-03-17 00:39:19,7.0,,3.0,0.4.0,,7.0,,,,,,Sphereon-Opensource/OID4VCI,,,,,,,,,,,,,
94,barbican,openstack/barbican,,,pki,['openstack'],https://github.com/openstack/barbican,https://github.com/openstack/barbican,Apache-2.0,2014-05-23 22:15:27,2023-06-07 10:54:43.000000,2023-06-07 10:53:19,3552.0,67.0,27.0,5.0,228.0,"Barbican is a ReST API designed for the secure storage, provisioning and management of secrets, including in OpenStack..",295.0,16,True,5.0,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,
95,tbd-ssi-sdk,tbd54566975/ssi-sdk,,,decentralized,['web5'],https://github.com/TBD54566975/ssi-sdk,https://github.com/TBD54566975/ssi-sdk,Apache-2.0,2022-02-02 20:20:10,2023-06-14 17:26:19.000000,2023-06-13 01:21:04,271.0,46.0,13.0,275.0,175.0,self sovereign identity sdk.,16.0,16,True,69.0,4.0,41.0,101.0,,2.0,,3.0,,,2.0,,,,,,,,,,,,,,,,,,,
96,spruceid-ssi,spruceid/ssi,spruceid,,decentralized,,https://github.com/spruceid/ssi,https://github.com/spruceid/ssi,Apache-2.0,2020-08-04 14:40:34,2023-06-22 00:19:26.000000,2023-04-24 13:49:11,521.0,38.0,28.0,336.0,144.0,Core library for decentralized identity.,20.0,16,True,7.0,,69.0,100.0,,105.0,,3.0,,,105.0,,,,,,,,,,,,,,,,,,,
97,pex,sphereon-opensource/pex,sphereon-ssi,,decentralized,,https://github.com/Sphereon-Opensource/PEX,https://github.com/Sphereon-Opensource/PEX,Apache-2.0,2021-04-12 14:54:14,2023-05-01 01:04:53.000000,2023-05-01 01:04:47,880.0,7.0,7.0,96.0,24.0,A Typescript implementation of the DIF Presentation Exchange specification.,13.0,16,False,19.0,24.0,8.0,14.0,2023-04-30 19:45:02,53.0,2.0,3.0,2.0.0,54.0,53.0,,,,,,,,,,,,,,,,,,,
98,solid-specification,solid/specification,solid-project,,standards,['solid'],https://github.com/solid/specification,https://github.com/solid/specification,MIT,2019-05-14 21:20:03,2023-06-21 15:10:29.000000,2023-06-21 13:51:20,887.0,35.0,50.0,162.0,417.0,Solid Technical Reports.,19.0,15,True,29.0,1.0,182.0,127.0,2021-12-21 13:00:06,,,2.0,protocol-v0.9.0,,,,,,,,,,,,,,,,,,,,,
99,did-core,w3c/did-core,,,standards,['w3c'],https://github.com/w3c/did-core,https://github.com/w3c/did-core,W3C,2019-09-10 07:46:26,2023-04-11 23:37:45.000000,2023-04-11 23:37:45,1309.0,82.0,76.0,487.0,374.0,W3C Decentralized Identifier Specification v1.0.,62.0,15,True,1.0,,27.0,324.0,,,,2.0,,,,,,,,,,,,,,,,,,,,,,
100,tbd-ssi-service,tbd54566975/ssi-service,,,decentralized,['web5'],https://github.com/TBD54566975/ssi-service,https://github.com/TBD54566975/ssi-service,Apache-2.0,2022-03-11 18:07:18,2023-06-22 08:38:08.000000,2023-06-22 06:38:52,348.0,46.0,12.0,380.0,129.0,The Self Sovereign Identity Service.,19.0,15,True,106.0,3.0,75.0,99.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,
101,polygon-js-sdk,0xPolygonID/js-sdk,polygon-id,,decentralized,,https://github.com/0xPolygonID/js-sdk,https://github.com/0xPolygonID/js-sdk,,2022-11-08 12:11:09,2023-06-22 17:18:48.000000,2023-06-21 11:48:32,315.0,8.0,4.0,71.0,32.0,SDK to work with Polygon ID.,12.0,15,False,94.0,8.0,5.0,6.0,2023-05-23 16:53:24,14.0,,3.0,1.0.0-beta.9,,14.0,,,,,,,,,,,,,,,,,,,
102,waltid-idpkit,walt-id/waltid-idpkit,waltid-ssikit,,decentralized,,https://github.com/walt-id/waltid-idpkit,https://github.com/walt-id/waltid-idpkit,Apache-2.0,2022-03-21 16:28:15,2023-06-19 10:35:42.466802,2023-06-19 10:30:56,303.0,6.0,2.0,26.0,18.0,OIDC identity provider for SSI & NFTs.,9.0,15,False,83.0,16.0,2.0,33.0,2023-06-19 10:41:14,,39.0,3.0,1.2306191031.0,,,waltid/idpkit,https://hub.docker.com/r/waltid/idpkit,2023-06-19 10:35:42.466802,596.0,,,,,,,,,,,,,,,
