,name,homepage,category,description,resource,labels,projectrank,show,github_id,npm_id,github_url,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,latest_stable_release_published_at,latest_stable_release_number,release_count,dependent_project_count,github_dependent_project_count,contributor_count,npm_url,npm_monthly_downloads,monthly_downloads,projectrank_placing,github_release_downloads,dockerhub_id,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,trending,pypi_id,pypi_url,pypi_monthly_downloads,helm_id,maven_id,maven_url,brew_id,gem_url,apt_id,updated_github_id,github-id
55,cerbos,https://github.com/cerbos/cerbos,authorization,"Cerbos is the open core, language-agnostic, scalable authorization solution that makes user permissions and..",,,28,True,cerbos/cerbos,,https://github.com/cerbos/cerbos,Apache-2.0,2021-03-21 13:23:10,2024-03-13 07:14:35.000000,2024-03-12 18:32:17,1565.0,104.0,109.0,29.0,1680.0,37.0,291.0,2368.0,2024-02-20 09:17:15,0.34.0,57.0,19.0,19.0,27.0,,,1606.0,3.0,57831.0,ghcr.io/cerbos/cerbos,https://hub.docker.com/r/ghcr.io/cerbos/cerbos,,,,,,,,oci://ghcr.io/cerbos/helm-charts/cerbos,,,,,,,
56,ethr-did-resolver,https://github.com/decentralized-identity/ethr-did-resolver,dids,DID resolver for Ethereum Addresses with support for key management.,,['dif'],28,True,decentralized-identity/ethr-did-resolver,ethr-did-resolver,https://github.com/decentralized-identity/ethr-did-resolver,Apache-2.0,2018-03-31 18:40:19,2024-03-11 19:40:21.000000,2024-03-11 00:34:16,474.0,25.0,66.0,29.0,144.0,5.0,47.0,191.0,2024-02-14 22:03:28,10.1.5,59.0,1477.0,1477.0,26.0,https://www.npmjs.com/package/ethr-did-resolver,16290.0,16290.0,1.0,,,,,,,,,,,,,,,,,,
57,zitadel,https://github.com/zitadel/zitadel,idp,"ZITADEL - Identity infrastructure, simplified foryou.",,,27,True,zitadel/zitadel,,https://github.com/zitadel/zitadel,Apache-2.0,2020-03-16 13:51:31,2024-03-14 17:55:34.000000,2024-03-14 15:29:24,2923.0,175.0,381.0,39.0,5030.0,497.0,1527.0,6485.0,2024-03-12 19:59:56,2.44.4,100.0,,,101.0,,,499.0,3.0,2496.0,ghcr.io/zitadel/zitadel,https://hub.docker.com/r/ghcr.io/zitadel/zitadel,,,,,,,,https://charts.zitadel.com,,,,,,,
58,authentik,https://github.com/goauthentik/authentik,idp,The authentication glue you need.,,,27,True,goauthentik/authentik,,https://github.com/goauthentik/authentik,https://github.com/goauthentik/authentik/blob/13591fc72cd2f07bdd1c17f66e4f4f0a6608d8eb/authentik/enterprise/LICENSE,2019-12-30 09:19:48,2024-03-14 18:13:06.000000,2024-03-14 17:10:42,13889.0,691.0,467.0,37.0,6786.0,511.0,1389.0,6005.0,2024-03-04 19:38:33,ersion/2024.2.2,100.0,,,217.0,,,99.0,3.0,2894.0,,,,,,,,,,https://charts.goauthentik.io,,,,,,,
59,node-oidc-provider,https://github.com/panva/node-oidc-provider,authentication,OpenID Certified OAuth 2.0 Authorization Server implementation for Node.js.,,,27,True,panva/node-oidc-provider,oidc-provider,https://github.com/panva/node-oidc-provider,MIT,2015-12-02 09:17:41,2024-02-07 07:28:03.000000,2024-02-07 07:27:50,2459.0,24.0,739.0,69.0,243.0,,,2984.0,2024-01-17 08:17:36,8.4.5,100.0,3.0,3.0,72.0,https://www.npmjs.com/package/oidc-provider,194643.0,194643.0,2.0,,,,,,,,,,,,,,,,,,
60,kanidm,https://github.com/kanidm/kanidm,idp,"Kanidm: A simple, secure and fast identity management platform.",,,27,True,kanidm/kanidm,,https://github.com/kanidm/kanidm,MPL-2.0,2019-02-02 01:41:26,2024-03-14 15:04:25.000000,2024-03-13 00:38:24,1845.0,125.0,130.0,18.0,1849.0,170.0,565.0,1942.0,2024-02-07 04:43:11,1.1.0-rc.16,18.0,42.0,42.0,71.0,,,3630.0,3.0,255.0,kanidm/server,https://hub.docker.com/r/kanidm/server,2024-03-02 02:12:45.117009,,221218.0,,,,,,,,,,,,
61,jansen,https://github.com/JanssenProject/jans,idp,An open source enterprise digital identity platform for CIAM or workforce... Janssen is a distribution of standards-..,,['linux-foundation'],27,True,janssenproject/jans,,https://github.com/JanssenProject/jans,Apache-2.0,2020-11-03 15:00:37,2024-03-14 16:03:29.000000,2024-03-14 13:23:25,33780.0,360.0,58.0,31.0,4657.0,344.0,2943.0,375.0,2024-03-14 13:25:07,1.1.0,100.0,,,112.0,,,435.0,3.0,2176.0,,,,,,,,,,,,,,,,,
62,did-jwt-vc,https://github.com/decentralized-identity/did-jwt-vc,ssi-sdks,Create and verify W3C Verifiable Credentials and Presentations in JWT format.,,['dif'],27,True,decentralized-identity/did-jwt-vc,did-jwt-vc,https://github.com/decentralized-identity/did-jwt-vc,Apache-2.0,2019-07-22 20:20:06,2024-03-14 16:24:19.000000,2024-03-14 16:22:57,363.0,6.0,40.0,23.0,97.0,2.0,48.0,167.0,2024-03-14 16:23:14,4.0.2,56.0,897.0,897.0,22.0,https://www.npmjs.com/package/did-jwt-vc,23328.0,23328.0,1.0,,,,,,,,,,,,,,,,,,
63,whisper,https://github.com/openai/whisper,biometrics,Robust Speech Recognition via Large-Scale Weak Supervision.,,,26,True,openai/whisper,,https://github.com/openai/whisper,MIT,2022-09-16 20:02:54,2024-03-08 04:08:05.000000,2023-12-18 20:11:16,136.0,1.0,6432.0,492.0,213.0,,,57748.0,2023-11-17 19:59:53,20231117,10.0,21.0,21.0,66.0,,,309772.0,3.0,,,,,,,,openai-whisper,https://pypi.org/project/openai-whisper,309772.0,,,,,,,,
64,opal,https://github.com/permitio/opal,authorization,"Policy and data administration, distribution, and real-time updates on top of Policy Agents (OPA, Cedar, ...).",,,25,True,permitio/opal,,https://github.com/permitio/opal,Apache-2.0,2021-02-14 11:37:31,2024-03-14 17:10:41.000000,2024-03-14 13:36:17,1759.0,77.0,130.0,21.0,373.0,38.0,81.0,2245.0,2024-03-13 17:49:20,0.7.5,33.0,1.0,1.0,51.0,,,4318.0,3.0,594.0,permitio/opal-server,https://hub.docker.com/r/permitio/opal-server,2024-03-14 13:47:41.244848,1.0,159181.0,1.0,,,,,,,,,,,
65,lemur,https://github.com/Netflix/lemur,pki,Repository for the Lemur Certificate Manager.,,,25,True,netflix/lemur,,https://github.com/Netflix/lemur,Apache-2.0,2015-06-16 16:36:07,2024-03-11 18:28:02.000000,2024-03-11 18:27:55,6085.0,72.0,312.0,414.0,4188.0,118.0,417.0,1684.0,2024-01-17 19:18:46,1.7.0,28.0,,,150.0,,,0.0,2.0,51.0,,,,,,,,,,,,,,,,,
66,athenz,https://github.com/AthenZ/athenz,pki,Open source platform for X.509 certificate based service authentication and fine grained access control in dynamic..,,['linux-foundation'],25,True,athenz/athenz,,https://github.com/AthenZ/athenz,Apache-2.0,2016-11-16 18:23:08,2024-03-14 17:45:46.000000,2024-03-14 17:45:46,3018.0,95.0,263.0,52.0,2285.0,32.0,217.0,850.0,2024-03-04 21:43:53,1.11.53,100.0,30.0,30.0,83.0,,,,2.0,,,,,,,,,,,,,,,,,,
67,veramo,https://github.com/decentralized-identity/veramo,ssi-sdks,A JavaScript Framework for Verifiable Data.,,,25,True,decentralized-identity/veramo,,https://github.com/decentralized-identity/veramo,Apache-2.0,2019-11-12 14:18:17,2024-03-14 16:51:36.000000,2024-03-07 17:11:13,1855.0,29.0,117.0,23.0,771.0,62.0,370.0,391.0,2024-01-16 17:06:31,5.6.0,43.0,594.0,594.0,55.0,,,,1.0,,,,,,,,,,,,,,,,,,
68,aries-python,https://github.com/hyperledger/aries-cloudagent-python,ssi-sdks,Hyperledger Aries Cloud Agent Python (ACA-Py) is a foundation for building decentralized identity applications and..,,['hyperledger'],25,True,hyperledger/aries-cloudagent-python,,https://github.com/hyperledger/aries-cloudagent-python,Apache-2.0,2019-06-24 18:12:14,2024-03-14 17:24:34.000000,2024-03-12 16:06:42,8924.0,424.0,442.0,30.0,1668.0,214.0,954.0,382.0,2023-11-25 05:08:09,0.11.0,75.0,,,135.0,,,,1.0,,,,,,,,,,,,,,,,,,
69,fido2-net-lib,https://github.com/passwordless-lib/fido2-net-lib,authentication,FIDO2 .NET library for FIDO2 / WebAuthn Attestation and Assertion using .NET.,,,24,True,passwordless-lib/fido2-net-lib,,https://github.com/passwordless-lib/fido2-net-lib,MIT,2018-05-31 07:51:51,2024-03-13 00:54:18.000000,2024-02-28 17:52:12,620.0,22.0,152.0,35.0,266.0,63.0,180.0,1042.0,2022-09-28 20:32:17,3.0.1,15.0,234.0,234.0,44.0,,,,3.0,,,,,,,,,,,,,,,,,,
70,universal-resolver,https://github.com/decentralized-identity/universal-resolver,dids,Universal Resolver implementation and drivers.,,,24,True,decentralized-identity/universal-resolver,,https://github.com/decentralized-identity/universal-resolver,Apache-2.0,2017-08-01 18:25:42,2024-03-14 12:32:49.000000,2024-03-13 17:11:10,1724.0,47.0,221.0,60.0,298.0,28.0,83.0,513.0,2022-01-07 16:42:38,0.5.0,6.0,,,106.0,,,1536.0,2.0,,universalresolver/uni-resolver-web,https://hub.docker.com/r/universalresolver/uni-resolver-web,2024-03-13 17:12:39.510600,,121346.0,,,,,,,,,,,,
71,iota-identity,https://github.com/iotaledger/identity.rs,ssi-sdks,Implementation of the Decentralized Identity standards such as DID and Verifiable Credentials by W3C for the IOTA..,,,24,True,iotaledger/identity.rs,,https://github.com/iotaledger/identity.rs,Apache-2.0,2020-02-06 14:33:11,2024-03-14 15:11:06.000000,2024-03-12 13:45:04,1447.0,27.0,75.0,24.0,1018.0,60.0,233.0,280.0,2024-02-19 15:08:47,1.0.1,27.0,111.0,111.0,36.0,,,,2.0,,,,,,,,,,,,,,,,,,
72,hyperledger-anoncreds-rs,https://github.com/hyperledger/anoncreds-rs,ssi-sdks,anoncreds-rs.,,['hyperledger'],24,False,hyperledger/anoncreds-rs,,https://github.com/hyperledger/anoncreds-rs,Apache-2.0,2022-10-20 16:09:54,2024-02-24 15:23:34.000000,2024-02-24 15:23:34,787.0,83.0,38.0,16.0,221.0,24.0,83.0,68.0,2024-02-13 10:21:42,0.2.0,30.0,74.0,74.0,22.0,,,5536.0,2.0,77514.0,,,,,,,,,,,,,,,,,
73,hanko,https://github.com/teamhanko/hanko,idp,Customer Identity and Access Management for the passkey era.,,,23,False,teamhanko/hanko,,https://github.com/teamhanko/hanko,,2022-03-14 17:03:46,2024-03-13 22:57:12.000000,2024-03-08 20:45:51,2015.0,79.0,802.0,27.0,1191.0,39.0,130.0,5335.0,2024-02-16 16:42:14,backend/v0.10.0,19.0,227.0,227.0,43.0,,,1.0,3.0,26.0,,,,,,,,,,,,,,,,,
74,permify,https://github.com/Permify/permify,authorization,Permify is an open-source authorization service inspired by Google Zanzibar.,,,23,True,permify/permify,,https://github.com/Permify/permify,Apache-2.0,2022-07-14 11:16:57,2024-03-14 10:57:11.000000,2024-03-14 10:57:11,2633.0,331.0,114.0,18.0,954.0,28.0,136.0,2379.0,2024-02-27 09:41:07,0.7.7,61.0,1.0,1.0,42.0,,,85.0,3.0,1627.0,ghcr.io/permify/permify,https://hub.docker.com/r/ghcr.io/permify/permify,,,,,,,,,,,,,,,
75,maxkey,https://github.com/dromara/MaxKey,idp,"MaxKey SSO ,Leading-Edge IAM-IDaas(Identity and Access Management) ProductIAM-IDaas,OAuth2.xOpenID..",,,23,True,dromara/MaxKey,,https://github.com/dromara/MaxKey,Apache-2.0,2016-11-16 03:06:50,2024-03-09 13:53:23.000000,2024-03-09 13:45:01,2239.0,19.0,266.0,27.0,96.0,17.0,91.0,1161.0,2023-10-11 13:10:11,4.0.2,57.0,,,38.0,,,96.0,3.0,,maxkeytop/maxkey,https://hub.docker.com/r/maxkeytop/maxkey,2023-10-11 12:25:07.733007,5.0,8518.0,,,,,,,,,,,,
76,freeipa,https://github.com/freeipa/freeipa,idp,"Mirror of FreeIPA, an integrated security information management solution.",,,23,True,freeipa/freeipa,,https://github.com/freeipa/freeipa,GPL-3.0,2012-05-15 20:34:40,2024-03-14 16:29:32.000000,2024-03-14 12:59:48,15848.0,119.0,310.0,52.0,7272.0,,,1070.0,,,,,,223.0,,,40127.0,3.0,,freeipa/freeipa-server,https://hub.docker.com/r/freeipa/freeipa-server,2024-03-14 14:53:59.322704,162.0,5698141.0,,,,,,,,,,,,
77,keystone,https://github.com/openstack/keystone,idp,OpenStack Identity (Keystone). Mirror of code maintained at opendev.org.,,['openstack'],23,True,openstack/keystone,,https://github.com/openstack/keystone,Apache-2.0,2013-05-30 14:48:39,2024-03-14 16:46:54.000000,2024-03-14 16:45:15,14945.0,51.0,654.0,113.0,18.0,,,676.0,,,,125.0,125.0,732.0,,,,3.0,,,,,,,,,,,,,,,,,,
78,dwn-sdk-js,https://github.com/TBD54566975/dwn-sdk-js,ssi-agents,Decentralized Web Node (DWN) Reference implementation.,,['web5'],23,True,TBD54566975/dwn-sdk-js,tbd54566975/dwn-sdk-js,https://github.com/TBD54566975/dwn-sdk-js,Apache-2.0,2022-03-11 17:33:48,2024-03-14 17:18:01.000000,2024-03-13 16:06:27,462.0,39.0,93.0,18.0,448.0,67.0,187.0,320.0,2024-02-21 20:48:22,0.2.18,36.0,365.0,365.0,41.0,https://www.npmjs.com/package/tbd54566975/dwn-sdk-js,,,2.0,,,,,,,,,,,,,,,,,,
79,credo-ts,https://github.com/openwallet-foundation/credo-ts,ssi-sdks,Typescript framework for building decentralized identity and verifiable credential solutions.,,['openwallet-foundation'],23,True,openwallet-foundation/credo-ts,,https://github.com/openwallet-foundation/credo-ts,Apache-2.0,2019-11-20 17:23:33,2024-03-13 21:45:20.000000,2024-03-13 21:43:51,928.0,80.0,163.0,28.0,1098.0,123.0,537.0,228.0,2024-03-13 21:44:32,0.5.0,78.0,3.0,3.0,60.0,,,,2.0,,,,,,,,,,,,,,,,,,
80,deepfacelive,https://github.com/iperov/DeepFaceLive,biometrics,Real-time face swap for PC streaming or video calls.,,,22,True,iperov/DeepFaceLive,,https://github.com/iperov/DeepFaceLive,GPL-3.0,2020-12-15 12:19:22,2023-07-28 10:14:16.000000,2023-07-28 10:14:10,326.0,,3283.0,300.0,25.0,1.0,143.0,21041.0,2023-01-21 09:26:53,TINA_SHIFT,35.0,,,11.0,,,24379.0,3.0,804531.0,,,,,,,,,,,,,,,,,
81,supertokens,https://github.com/supertokens/supertokens-core,idp,Open source alternative to Auth0 / Firebase Auth / AWS Cognito.,,,22,True,supertokens/supertokens-core,,https://github.com/supertokens/supertokens-core,https://github.com/supertokens/supertokens-core/blob/4a134fff6e96c46546fd11d66592d75c9fcef614/ee/LICENSE.md,2020-01-05 13:30:52,2024-03-14 11:32:18.000000,2024-03-14 11:31:55,968.0,39.0,440.0,60.0,470.0,112.0,356.0,11696.0,2024-03-12 07:49:55,8.0.1,63.0,,,26.0,,,,3.0,,registry.supertokens.io/supertokens/supertokens-postgresql,https://hub.docker.com/r/registry.supertokens.io/supertokens/supertokens-postgresql,,,,,,,,,,,,,,,
82,howdy,https://github.com/boltgolt/howdy,authentication,Windows Hello style facial authentication for Linux.,,,22,True,boltgolt/howdy,,https://github.com/boltgolt/howdy,MIT,2018-01-05 00:54:21,2024-02-08 03:31:07.000000,2024-01-17 13:25:40,562.0,4.0,284.0,61.0,147.0,193.0,553.0,5298.0,2020-09-02 15:57:23,2.6.1,11.0,,,61.0,,,216.0,3.0,15821.0,,,,,,,,,,,,,,,howdy,,
83,openbr,https://github.com/biometrics/openbr,biometrics,"Open Source Biometrics, Face Recognition.",,,22,False,biometrics/openbr,,https://github.com/biometrics/openbr,,2012-12-20 02:52:37,2024-03-13 19:09:23.000000,2024-03-12 15:04:55,4038.0,3.0,758.0,255.0,332.0,62.0,210.0,2830.0,2015-09-29 22:50:55,1.1.0,4.0,,,58.0,,,886.0,3.0,109902.0,,,,,,,,,,,,,,,,,
84,conjur,https://github.com/cyberark/conjur,machine,CyberArk Conjur automatically secures secrets used by privileged users and machine identities.,,,22,True,cyberark/conjur,,https://github.com/cyberark/conjur,LGPL,2016-06-28 21:18:07,2023-11-20 08:18:32.000000,2023-10-13 18:18:58,3449.0,,123.0,48.0,1887.0,207.0,901.0,744.0,2023-08-04 21:07:07,1.20.0,73.0,,,96.0,,,75862.0,3.0,393.0,cyberark/conjur,https://hub.docker.com/r/cyberark/conjur,2023-10-27 18:55:35.655413,30.0,7054787.0,,,,,,,,,,,,
85,webauthn-json,https://github.com/github/webauthn-json,authentication,A small WebAuthn API wrapper that translates to/from pure JSON using base64url.,,,22,True,github/webauthn-json,github/webauthn-json,https://github.com/github/webauthn-json,MIT,2019-07-01 18:52:54,2024-02-22 04:38:48.000000,2023-07-17 21:06:20,282.0,,51.0,249.0,29.0,6.0,39.0,708.0,2023-01-31 02:32:05,2.1.1,52.0,1202.0,1202.0,12.0,https://www.npmjs.com/package/github/webauthn-json,,,3.0,,,,,,,,,,,,,,,,,,
86,dogtagpki,https://github.com/dogtagpki/pki,pki,The Dogtag Certificate System is an enterprise-class Certificate Authority (CA) which supports all aspects of..,,,22,True,dogtagpki/pki,,https://github.com/dogtagpki/pki,GPL-2.0,2017-02-16 19:36:36,2024-03-14 14:47:59.000000,2024-03-14 14:47:59,13318.0,129.0,127.0,12.0,1788.0,938.0,1965.0,309.0,2023-06-16 12:51:58,11.4.3,55.0,,,85.0,,,101.0,3.0,7727.0,,,,,,,,,,,,,,,,,
87,did-resolver,https://github.com/decentralized-identity/did-resolver,dids,Universal did-resolver for javascript environments.,,['dif'],22,True,decentralized-identity/did-resolver,,https://github.com/decentralized-identity/did-resolver,Apache-2.0,2018-02-20 16:33:55,2024-03-11 20:10:37.000000,2024-03-04 00:18:13,392.0,9.0,41.0,23.0,128.0,3.0,18.0,202.0,2023-03-08 14:05:37,4.1.0,24.0,5721.0,5721.0,24.0,,,,2.0,,,,,,,-1.0,,,,,,,,,,,
88,web-did-resolver,https://github.com/decentralized-identity/web-did-resolver,dids,DID resolver for HTTPS domains.,,['dif'],22,False,decentralized-identity/web-did-resolver,web-did-resolver,https://github.com/decentralized-identity/web-did-resolver,Apache-2.0,2018-09-20 21:44:09,2024-03-11 19:00:59.000000,2024-03-11 00:03:00,292.0,13.0,15.0,14.0,117.0,1.0,10.0,82.0,2023-07-03 18:25:08,2.0.27,38.0,907.0,907.0,12.0,https://www.npmjs.com/package/web-did-resolver,28504.0,28504.0,2.0,,,,,,,,,,,,,,,,,,
89,opensk,https://github.com/google/OpenSK,authentication,OpenSK is an open-source implementation for security keys written in Rust that supports both FIDO U2F and FIDO2..,,['cncf'],21,True,google/OpenSK,,https://github.com/google/OpenSK,Apache-2.0,2019-12-17 18:55:43,2024-01-15 13:57:58.000000,2024-01-15 13:57:58,1279.0,1.0,266.0,89.0,488.0,25.0,161.0,2843.0,2021-06-23 10:02:43,ctap2.0,1.0,78.0,78.0,23.0,,,,3.0,,,,,,,,,,,,,,,,,,
90,appauth-ios,https://github.com/openid/AppAuth-iOS,authentication,iOS and macOS SDK for communicating with OAuth 2.0 and OpenID Connect providers.,,['openid'],21,True,openid/appauth-ios,,https://github.com/openid/AppAuth-iOS,Apache-2.0,2016-02-11 14:38:23,2024-03-13 23:07:34.000000,2024-03-13 23:06:30,403.0,9.0,675.0,96.0,322.0,160.0,330.0,1658.0,2024-03-13 23:07:34,1.7.3,29.0,,,50.0,,,,3.0,,,,,,,2.0,,,,,,,,,,,
91,webauthn,https://github.com/w3c/webauthn,specs,Web Authentication: An API for accessing Public Key Credentials.,,['w3c'],21,True,w3c/webauthn,,https://github.com/w3c/webauthn,W3C,2016-02-08 14:51:38,2024-03-14 17:25:07.000000,2024-03-14 17:18:26,2278.0,53.0,152.0,178.0,858.0,74.0,1051.0,1076.0,2018-03-20 13:11:25,CR-00-20180320,7.0,,,75.0,,,,1.0,,,,,,,,,,,,,,,,,,
92,indy-node,https://github.com/hyperledger/indy-node,ssi-sdks,The server portion of a distributed ledger purpose-built for decentralized identity.,,['hyperledger'],21,True,hyperledger/indy-node,,https://github.com/hyperledger/indy-node,Apache-2.0,2016-12-21 05:45:04,2024-03-14 17:02:53.000000,2024-03-14 17:02:52,4919.0,27.0,636.0,64.0,1759.0,37.0,53.0,665.0,2024-02-09 14:17:29,1.13.2,37.0,,,102.0,,,10.0,2.0,590.0,,,,,,,,,,,,,,,,,
93,solid-client-authn-js,https://github.com/inrupt/solid-client-authn-js,authentication,A client library for authenticating with Solid.,,['solid'],21,False,inrupt/solid-client-authn-js,inrupt/solid-client-authn-node,https://github.com/inrupt/solid-client-authn-js,,2019-11-21 00:49:46,2024-03-14 15:28:00.000000,2024-03-14 12:09:13,2527.0,90.0,32.0,16.0,3256.0,50.0,96.0,65.0,2024-03-14 10:54:35,2.1.0,23.0,806.0,806.0,21.0,https://www.npmjs.com/package/inrupt/solid-client-authn-node,,,3.0,,,,,,,,,,,,,,,,,,
94,facenet,https://github.com/davidsandberg/facenet,biometrics,Face recognition using Tensorflow.,,,20,False,davidsandberg/facenet,,https://github.com/davidsandberg/facenet,MIT,2016-02-12 22:14:40,2023-07-24 12:43:21.000000,2018-04-16 17:32:11,566.0,,4669.0,568.0,122.0,501.0,620.0,13438.0,,,,,,36.0,,,,3.0,,,,,,,,,,,,,,,,,,
95,gotrue,https://github.com/netlify/gotrue,idp,An SWT based API for managing users and issuing SWT tokens.,,,20,True,netlify/gotrue,,https://github.com/netlify/gotrue,MIT,2016-05-16 23:14:24,2023-12-18 22:01:36.000000,2023-08-31 21:53:17,639.0,,270.0,65.0,222.0,6.0,126.0,3679.0,2022-02-09 12:50:28,1.0.1,2.0,10.0,10.0,39.0,,,,3.0,,,,,,,,,,,,,,,,,,
96,sidetree,https://github.com/decentralized-identity/sidetree,specs,Sidetree Specification and Reference Implementation.,,['dif'],20,True,decentralized-identity/sidetree,,https://github.com/decentralized-identity/sidetree,Apache-2.0,2018-09-04 17:20:14,2023-12-18 20:07:43.000000,2023-04-04 19:14:54,1149.0,,103.0,40.0,682.0,37.0,441.0,433.0,2021-03-09 22:06:35,1.0.2,12.0,34.0,34.0,47.0,,,,1.0,,,,,,,,,,,,,,,,,,
97,webauthn4j,https://github.com/webauthn4j/webauthn4j,authentication,A portable Java library for WebAuthn and Apple App Attest server side verification.,,,20,True,webauthn4j/webauthn4j,,https://github.com/webauthn4j/webauthn4j,Apache-2.0,2018-05-20 12:14:36,2024-03-13 14:55:00.000000,2024-03-13 08:47:17,2248.0,51.0,68.0,22.0,737.0,5.0,95.0,369.0,2024-03-02 00:08:13,0.22.2.RELEASE,54.0,,,26.0,,,,3.0,,,,,,,,,,,,com.webauthn4j:webauthn4j-core,https://search.maven.org/artifact/com.webauthn4j/webauthn4j-core,,,,,
98,aries-rfcs,https://github.com/hyperledger/aries-rfcs,specs,"Hyperledger Aries is infrastructure for blockchain-rooted, peer-to-peer interactions.",,['hyperledger'],20,True,hyperledger/aries-rfcs,,https://github.com/hyperledger/aries-rfcs,Apache-2.0,2019-05-08 16:49:20,2024-03-13 21:18:41.000000,2024-03-13 15:11:17,2255.0,63.0,208.0,55.0,590.0,53.0,175.0,316.0,,,,,,85.0,,,,1.0,,,,,,,,,,,,,,,,,,
99,aries-framework-go,https://github.com/hyperledger/aries-framework-go,ssi-sdks,Hyperledger Aries Framework Go provides packages for building Agent / DIDComm services.,,['hyperledger'],20,True,hyperledger/aries-framework-go,,https://github.com/hyperledger/aries-framework-go,Apache-2.0,2019-07-09 20:45:08,2023-10-27 19:12:10.000000,2023-09-01 12:06:39,3196.0,,157.0,20.0,2046.0,388.0,1196.0,239.0,2023-05-09 10:57:15,0.3.2,14.0,3.0,3.0,61.0,,,,2.0,,,,,,,,,,,,,,,,,,
100,web5-js,https://github.com/TBD54566975/web5-js,ssi-sdks,"An SDK for building decentralized web apps with DIDs, VCs, and DWNs.",,['web5'],20,True,TBD54566975/web5-js,web5/api,https://github.com/TBD54566975/web5-js,Apache-2.0,2023-03-06 19:11:53,2024-03-14 17:26:05.000000,2024-03-14 17:26:04,457.0,53.0,40.0,7.0,271.0,54.0,120.0,108.0,2024-01-11 22:18:15,api-0.8.4,19.0,66.0,66.0,26.0,https://www.npmjs.com/package/web5/api,,,2.0,,,,,,,,,,,,,,,,,,
101,trinsic-sdk,https://github.com/trinsic-id/sdk,ssi-sdks,Trinsic SDK repository.,,,20,False,trinsic-id/sdk,,https://github.com/trinsic-id/sdk,Apache-2.0,2021-04-26 20:47:34,2024-03-13 21:55:39.000000,2024-03-11 19:03:56,1111.0,17.0,16.0,12.0,1276.0,,321.0,28.0,2023-11-16 22:24:18,1.13.0,16.0,,,27.0,,,360.0,2.0,10445.0,,,,,,,,,,,,,,,,,
102,appauth-android,https://github.com/openid/AppAuth-Android,authentication,Android client SDK for communicating with OAuth 2.0 and OpenID Connect providers.,,['openid'],19,True,openid/appauth-android,,https://github.com/openid/AppAuth-Android,Apache-2.0,2016-02-19 15:09:43,2024-02-14 16:36:16.000000,2023-07-12 07:05:13,339.0,,811.0,239.0,242.0,184.0,528.0,2694.0,,,,,,47.0,,,,3.0,,,,,,,,,,,,net.openid:appauth,https://search.maven.org/artifact/net.openid/appauth,,,,,
103,ja3,https://github.com/salesforce/ja3,pki,JA3 is a standard for creating SSL client fingerprints in an easy to produce and shareable way.,,,19,True,salesforce/ja3,,https://github.com/salesforce/ja3,BSD-3-Clause,2017-06-13 22:54:10,2023-10-20 20:55:26.000000,2023-10-20 20:55:26,151.0,,272.0,98.0,42.0,28.0,24.0,2483.0,,,,,,26.0,,,1985.0,3.0,,,,,,,,pyja3,https://pypi.org/project/pyja3,1985.0,,,,,,,,
104,ladon,https://github.com/ory/ladon,authorization,A SDK for access control policies: authorization for the microservice and IoT age. Inspired by AWS IAM policies...,,['ory'],19,True,ory/ladon,,https://github.com/ory/ladon,Apache-2.0,2015-10-16 15:21:28,2024-03-06 13:35:30.000000,2024-03-05 10:04:59,150.0,1.0,222.0,63.0,105.0,2.0,56.0,2327.0,2024-03-06 13:35:30,1.3.0,41.0,,,51.0,,,,3.0,,,,,,,,,,,,,,,,,,
105,passwordlessid-webauthn,https://github.com/passwordless-id/webauthn,authentication,"Webauthn / passkeys helper library to make your life easier. Client side, server side and demo included.",,,19,True,passwordless-id/webauthn,passwordless-id/webauthn,https://github.com/passwordless-id/webauthn,MIT,2022-08-11 07:41:33,2024-03-11 09:53:42.000000,2024-03-11 09:53:10,109.0,10.0,35.0,7.0,15.0,,24.0,307.0,2024-03-11 09:53:43,1.5.0,24.0,147.0,147.0,8.0,https://www.npmjs.com/package/passwordless-id/webauthn,,,3.0,,,,,,,,,,,,,,,,,,
106,satosa,https://github.com/IdentityPython/SATOSA,authentication,"Proxy translating between different authentication protocols (SAML2, OpenID Connect and OAuth2).",,,19,True,IdentityPython/satosa,,https://github.com/IdentityPython/SATOSA,Apache-2.0,2015-09-02 07:08:03,2024-03-08 07:42:53.000000,2024-01-23 08:35:12,1730.0,2.0,102.0,28.0,346.0,38.0,73.0,180.0,2023-06-11 17:23:23,8.4.0,49.0,31.0,31.0,51.0,,,,3.0,,,,,,,,,,,,,,,,,,
107,ion,https://github.com/decentralized-identity/ion,dids,The Identity Overlay Network (ION) is a DID Method implementation using the Sidetree protocol atop Bitcoin.,,,18,True,decentralized-identity/ion,,https://github.com/decentralized-identity/ion,Apache-2.0,2019-01-25 00:34:40,2023-08-25 15:24:32.000000,2023-08-25 15:23:54,215.0,,158.0,88.0,184.0,71.0,69.0,1226.0,2022-06-09 01:42:53,1.0.4,17.0,,,32.0,,,,2.0,,,,,,,,,,,,,,,,,,
