,name,homepage,category,description,resource,labels,projectrank,show,github_id,npm_id,github_url,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,latest_stable_release_published_at,latest_stable_release_number,release_count,dependent_project_count,github_dependent_project_count,contributor_count,npm_url,npm_monthly_downloads,monthly_downloads,projectrank_placing,github_release_downloads,dockerhub_id,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,pypi_id,pypi_url,pypi_monthly_downloads,trending,updated_github_id,helm_id,maven_id,maven_url,gem_url,brew_id,apt_id,github,github-id
55,ethr-did-resolver,https://github.com/decentralized-identity/ethr-did-resolver,dids,DID resolver for Ethereum Addresses with support for key management.,,['dif'],29,True,decentralized-identity/ethr-did-resolver,ethr-did-resolver,https://github.com/decentralized-identity/ethr-did-resolver,Apache-2.0,2018-03-31 18:40:19,2026-06-25 02:48:43.000000,2026-06-25 02:48:41,628.0,62.0,77.0,26.0,199.0,5.0,58.0,232.0,2026-06-22 13:37:54,13.0.3,82.0,1916.0,1916.0,28.0,https://www.npmjs.com/package/ethr-did-resolver,38381.0,38381.0,1.0,,,,,,,,,,,,,,,,,,,
56,face-api-js,https://github.com/justadudewhohacks/face-api.js,biometrics,JavaScript API for face detection and face recognition in the browser and nodejs with tensorflow.js.,,,28,False,justadudewhohacks/face-api.js,face-api.js,https://github.com/justadudewhohacks/face-api.js,MIT,2018-05-19 06:14:53,2024-01-24 09:25:35.000000,2020-04-22 16:40:10,488.0,,3822.0,348.0,114.0,453.0,393.0,17885.0,2020-03-22 14:01:55,0.22.2,38.0,,,25.0,https://www.npmjs.com/package/face-api.js,522579.0,522579.0,3.0,,,,,,,,,,,,,,,,,,,
57,openface,https://github.com/cmusatyalab/openface,biometrics,Face recognition with deep neural networks.,,,28,False,cmusatyalab/openface,,https://github.com/cmusatyalab/openface,Apache-2.0,2015-09-16 12:47:27,2024-10-04 12:59:04.000000,2024-10-04 12:58:31,743.0,,3486.0,736.0,77.0,1.0,382.0,15490.0,2024-10-04 12:56:15,0.2.2,5.0,96.0,96.0,31.0,,,1270.0,3.0,,bamos/openface,https://hub.docker.com/r/bamos/openface,2018-06-18 18:11:58.528635,71.0,163894.0,,,,,,,,,,,,,
58,py_webauthn,https://github.com/duo-labs/py_webauthn,authentication,Pythonic WebAuthn.,,,28,True,duo-labs/py_webauthn,,https://github.com/duo-labs/py_webauthn,BSD-3-Clause,2017-11-10 18:02:28,2026-06-13 03:03:04.000000,2026-06-13 03:02:52,623.0,52.0,187.0,34.0,159.0,1.0,110.0,1048.0,2026-06-13 03:04:37,2.8.0,38.0,,,35.0,,,6141833.0,2.0,,,,,,,webauthn,https://pypi.org/project/webauthn,6141833.0,,,,,,,,,,
59,did-jwt,https://github.com/decentralized-identity/did-jwt,dids,Create and verify DID verifiable JWTs in Javascript.,,['dif'],28,True,decentralized-identity/did-jwt,did-jwt,https://github.com/decentralized-identity/did-jwt,Apache-2.0,2018-02-24 02:00:53,2026-06-25 11:05:28.000000,2025-12-01 01:00:51,676.0,,72.0,37.0,239.0,5.0,87.0,372.0,2025-08-25 22:29:37,8.0.18,100.0,6254.0,6254.0,42.0,https://www.npmjs.com/package/did-jwt,348096.0,348096.0,1.0,,,,,,,,,,,,,,,,,,,
60,hanko,https://github.com/teamhanko/hanko,idp,"Modern authentication, on your terms. Open source alternative to Auth0, Clerk, WorkOS, Stytch.",,,27,False,teamhanko/hanko,,https://github.com/teamhanko/hanko,,2022-03-14 17:03:46,2026-06-25 08:58:50.000000,2026-06-23 21:22:28,2584.0,72.0,1010.0,39.0,2215.0,33.0,388.0,8954.0,2026-06-05 13:50:38,backend/v2.7.0,42.0,341.0,341.0,54.0,,,30.0,3.0,1422.0,,,,,,,,,,,,,,,,,,
61,ockam,https://github.com/build-trust/ockam,machine,"Orchestrate end-to-end encryption, cryptographic identities, mutual authentication, and authorization policies between..",,,27,True,build-trust/ockam,,https://github.com/build-trust/ockam,Apache-2.0,2018-11-30 18:57:01,2026-01-04 22:01:38.000000,2026-01-04 21:59:47,9734.0,,554.0,52.0,7294.0,,1780.0,4629.0,2025-06-30 22:09:21,ockam_v0.157.0,100.0,189.0,189.0,318.0,,,319.0,3.0,15644.0,,,,,,,,,,,,,,,build-trust/ockam/ockam,,,
62,oso,https://github.com/osohq/oso,authorization,Deprecated: See README.,,,27,False,osohq/oso,,https://github.com/osohq/oso,Apache-2.0,2020-05-04 20:05:50,2025-02-26 16:59:39.000000,2025-02-26 16:59:37,1215.0,,186.0,25.0,1531.0,111.0,104.0,3494.0,2024-01-13 04:08:30,0.27.3,100.0,220.0,220.0,68.0,,,43367.0,3.0,4096.0,,,,,,oso,https://pypi.org/project/oso,43303.0,,,,,,,,,,
63,node-solid-server,https://github.com/nodeSolidServer/node-solid-server,ssi-agents,Solid server on top of the file-system in NodeJS.,,['solid'],27,True,nodesolidserver/node-solid-server,solid-server,https://github.com/nodeSolidServer/node-solid-server,MIT,2014-09-21 22:05:03,2026-05-30 15:56:43.000000,2026-01-11 10:32:45,3308.0,,299.0,71.0,909.0,300.0,644.0,1798.0,2026-01-07 15:47:40,6.0.0,60.0,3.0,3.0,90.0,https://www.npmjs.com/package/solid-server,1713.0,8846.0,1.0,,nodesolidserver/node-solid-server,https://hub.docker.com/r/nodesolidserver/node-solid-server,2024-04-30 17:23:49.835167,5.0,1005818.0,,,,,,,,,,,,,
64,athenz,https://github.com/AthenZ/athenz,pki,Open source platform for X.509 certificate based service authentication and fine grained access control in dynamic..,,['linux-foundation'],27,True,athenz/athenz,,https://github.com/AthenZ/athenz,Apache-2.0,2016-11-16 18:23:08,2026-06-25 16:54:33.000000,2026-06-25 16:54:32,3843.0,119.0,300.0,51.0,3044.0,41.0,296.0,994.0,2026-06-19 15:25:20,1.12.43,100.0,380.0,380.0,109.0,,,,3.0,,,,,,,,,,,,,,,,,,,
65,permify,https://github.com/Permify/permify,authorization,"An open-source authorization as a service inspired by Google Zanzibar, designed to build and manage fine-grained and..",,,26,True,permify/permify,,https://github.com/Permify/permify,AGPL-3.0,2022-07-14 11:16:57,2026-06-25 05:02:38.000000,2026-06-18 19:05:16,5927.0,175.0,319.0,23.0,2637.0,54.0,301.0,5905.0,2026-06-12 11:37:28,1.7.1,100.0,4.0,4.0,78.0,,,478.0,3.0,14340.0,ghcr.io/permify/permify,https://hub.docker.com/r/ghcr.io/permify/permify,,,,,,,-1.0,,,,,,,,,
66,conjur,https://github.com/cyberark/conjur,machine,CyberArk Conjur automatically secures secrets used by privileged users and machine identities.,,,26,True,cyberark/conjur,,https://github.com/cyberark/conjur,LGPL,2016-06-28 21:18:07,2026-06-16 16:00:47.000000,2026-06-15 17:27:52,4421.0,74.0,147.0,47.0,1909.0,138.0,974.0,966.0,2026-06-16 16:00:40,1.27.0,84.0,,,117.0,,,64031.0,3.0,2775.0,cyberark/conjur,https://hub.docker.com/r/cyberark/conjur,2026-06-16 10:02:45.743137,29.0,7680498.0,,,,,,,,,,,,,
67,authgear,https://github.com/authgear/authgear-server,idp,"Open source Auth0/Clerk/Firebase alternative. Passkeys, SSO, MFA, passwordless, biometric login. Self-hosted or cloud...",,,25,True,authgear/authgear-server,,https://github.com/authgear/authgear-server,Apache-2.0,2020-06-16 03:34:34,2026-06-24 21:50:47.000000,2026-06-24 21:50:47,24209.0,736.0,120.0,11.0,3377.0,348.0,1951.0,1863.0,2026-06-11 11:10:56,2026-06-11.0,74.0,9.0,9.0,50.0,,,12.0,3.0,697.0,,,,,,,,,,,,,,,,,,
68,fido2-net-lib,https://github.com/passwordless-lib/fido2-net-lib,authentication,"Passkeys, FIDO2 and WebAuhtn .NET library.",,,25,True,passwordless-lib/fido2-net-lib,,https://github.com/passwordless-lib/fido2-net-lib,MIT,2018-05-31 07:51:51,2026-04-20 15:45:25.000000,2026-04-20 15:43:43,692.0,8.0,199.0,41.0,349.0,32.0,250.0,1437.0,2026-04-06 10:34:14,4.0.1,25.0,398.0,398.0,55.0,,,,2.0,,,,,,,,,,,,,,,,,,,
69,veramo,https://github.com/decentralized-identity/veramo,ssi-sdks,A JavaScript Framework for Verifiable Data.,,,25,True,decentralized-identity/veramo,,https://github.com/decentralized-identity/veramo,Apache-2.0,2019-11-12 14:18:17,2026-06-24 14:03:21.000000,2026-02-11 12:59:21,1942.0,,133.0,22.0,869.0,68.0,394.0,540.0,2026-02-11 12:59:23,7.0.0,47.0,932.0,932.0,59.0,,,,1.0,,,,,,,,,,,,,,,,,,,
70,aries-python,https://github.com/openwallet-foundation/acapy,ssi-sdks,ACA-Py is a foundation for building decentralized identity applications and services running in non-mobile environments.,,['hyperledger'],25,True,hyperledger/aries-cloudagent-python,,https://github.com/openwallet-foundation/acapy,Apache-2.0,2019-06-24 18:12:14,2026-06-22 23:19:28.000000,2026-06-22 23:19:26,10571.0,93.0,498.0,23.0,2712.0,146.0,1298.0,486.0,2026-06-09 19:00:27,1.6-lts,100.0,,,167.0,,,,1.0,,,,,,,,,,,openwallet-foundation/acapy,,,,,,,,
71,did-jwt-vc,https://github.com/decentralized-identity/did-jwt-vc,ssi-sdks,Create and verify W3C Verifiable Credentials and Presentations in JWT format.,,['dif'],25,True,decentralized-identity/did-jwt-vc,did-jwt-vc,https://github.com/decentralized-identity/did-jwt-vc,Apache-2.0,2019-07-22 20:20:06,2026-06-22 20:12:58.000000,2026-06-18 18:46:22,408.0,2.0,45.0,19.0,104.0,4.0,49.0,210.0,2025-08-26 05:57:14,4.0.16,70.0,1379.0,1379.0,22.0,https://www.npmjs.com/package/did-jwt-vc,71759.0,71759.0,1.0,,,,,,,,,,,,,,,,,,,
72,supertokens,https://github.com/supertokens/supertokens-core,idp,Open source alternative to Auth0 / Firebase Auth / AWS Cognito.,,,24,True,supertokens/supertokens-core,,https://github.com/supertokens/supertokens-core,https://github.com/supertokens/supertokens-core/blob/4a134fff6e96c46546fd11d66592d75c9fcef614/ee/LICENSE.md,2020-01-05 13:30:52,2026-06-25 14:43:55.000000,2026-06-04 08:59:50,1510.0,51.0,668.0,66.0,723.0,132.0,406.0,15122.0,2026-06-12 12:17:00,11.3.5,100.0,,,36.0,,,,3.0,,registry.supertokens.io/supertokens/supertokens-postgresql,https://hub.docker.com/r/registry.supertokens.io/supertokens/supertokens-postgresql,,,,,,,,,,,,,,,,
73,maxkey,https://github.com/dromara/MaxKey,idp,"Dromara MaxKey SSO ,Leading-Edge IAM-IDaas(Identity and Access Management) Product , Under Apache-2.0 is free IAM-..",,,24,True,dromara/MaxKey,,https://github.com/dromara/MaxKey,Apache-2.0,2016-11-16 03:06:50,2026-06-19 05:31:17.000000,2026-06-19 05:30:36,2757.0,13.0,397.0,30.0,125.0,5.0,134.0,1917.0,2026-02-02 00:59:44,4.1.11,72.0,,,60.0,,,420.0,3.0,,maxkeytop/maxkey,https://hub.docker.com/r/maxkeytop/maxkey,2026-02-01 06:50:25.105245,5.0,48334.0,,,,,,,,,,,,,
74,freeipa,https://github.com/freeipa/freeipa,idp,"Mirror of FreeIPA, an integrated security information management solution.",,,24,True,freeipa/freeipa,,https://github.com/freeipa/freeipa,GPL-3.0,2012-05-15 20:34:40,2026-06-24 11:27:35.000000,2026-06-23 11:02:06,16587.0,111.0,370.0,45.0,8457.0,,,1425.0,,,,,,261.0,,,38350.0,3.0,,freeipa/freeipa-server,https://hub.docker.com/r/freeipa/freeipa-server,2026-06-24 09:24:30.677390,181.0,6481263.0,,,,,,,,,,,,,
75,iota-identity,https://github.com/iotaledger/identity,ssi-sdks,Implementation of the Decentralized Identity standards such as DID and Verifiable Credentials by W3C for the IOTA..,,,24,True,iotaledger/identity.rs,,https://github.com/iotaledger/identity,Apache-2.0,2020-02-06 14:33:11,2026-06-23 15:29:56.000000,2026-06-23 15:29:36,1768.0,22.0,99.0,23.0,1356.0,90.0,354.0,349.0,2026-06-23 15:31:04,1.9.10-beta.1,69.0,161.0,161.0,44.0,,,,1.0,,,,,,,,,,,iotaledger/identity,,,,,,,,
76,waltid-identity,https://github.com/walt-id/waltid-identity,ssi-sdks,All-in-one open-source identity and wallet toolkit.,,,24,True,walt-id/waltid-identity,,https://github.com/walt-id/waltid-identity,Apache-2.0,2023-10-05 20:33:14,2026-06-25 19:40:00.000000,2026-06-25 09:08:32,13718.0,1146.0,122.0,6.0,1481.0,3.0,328.0,290.0,2026-06-25 15:17:18,0.21.2,100.0,,,47.0,,,,1.0,,waltid/identity,https://hub.docker.com/r/waltid/identity,,,,,,,1.0,,,,,,,,,
77,aries-mobile-agent-react-native,https://github.com/openwallet-foundation/bifold-wallet,ssi-agents,Bifold is an extensible open-source React Native project designed to enhance the way we interact with digital..,,['hyperledger'],24,True,hyperledger/aries-mobile-agent-react-native,,https://github.com/openwallet-foundation/bifold-wallet,Apache-2.0,2020-11-06 19:58:19,2026-06-17 23:50:07.000000,2026-06-17 15:08:51,2235.0,56.0,181.0,21.0,1552.0,21.0,288.0,196.0,2026-06-17 23:50:07,2.12.13,77.0,9.0,9.0,66.0,,,,1.0,,,,,,,,,,,openwallet-foundation/bifold-wallet,,,,,,,,
78,solid-client-authn-js,https://github.com/inrupt/solid-client-authn-js,authentication,A client library for authenticating with Solid.,,['solid'],24,False,inrupt/solid-client-authn-js,inrupt/solid-client-authn-node,https://github.com/inrupt/solid-client-authn-js,MIT,2019-11-21 00:49:46,2026-06-24 19:56:03.000000,2026-06-24 13:46:57,3241.0,65.0,42.0,11.0,4154.0,56.0,106.0,77.0,2026-06-03 13:49:58,5.0.0,40.0,1002.0,1002.0,28.0,https://www.npmjs.com/package/inrupt/solid-client-authn-node,,,3.0,,,,,,,,,,,,,,,,,,,
79,identity-server,https://github.com/DuendeSoftware/products,authentication,The most flexible and standards-compliant OpenID Connect and OAuth 2.x framework for ASP.NET Core.,,,23,True,duendesoftware/identityserver,,https://github.com/DuendeSoftware/products,https://duendesoftware.com/license,2020-10-01 08:46:31,2026-06-16 14:45:06.000000,2026-06-16 14:45:02,8210.0,39.0,390.0,38.0,1537.0,,325.0,1607.0,2026-06-16 15:00:10,is-8.0.2,100.0,,,341.0,,,,3.0,,,,,,,,,,,DuendeSoftware/products,,,,,,,,
80,keystone,https://github.com/openstack/keystone,idp,OpenStack Identity (Keystone). Mirror of code maintained at opendev.org.,,['openstack'],23,True,openstack/keystone,,https://github.com/openstack/keystone,Apache-2.0,2013-05-30 14:48:39,2026-06-20 17:16:47.000000,2026-06-11 16:04:08,15359.0,37.0,685.0,106.0,21.0,,,714.0,,,,197.0,197.0,760.0,,,,3.0,,,,,,,,,,,,,,,,,,,
81,universal-resolver,https://github.com/decentralized-identity/universal-resolver,dids,Universal Resolver implementation and drivers.,,,23,True,decentralized-identity/universal-resolver,,https://github.com/decentralized-identity/universal-resolver,Apache-2.0,2017-08-01 18:25:42,2026-06-25 19:29:25.000000,2026-04-24 08:06:26,2085.0,17.0,282.0,57.0,433.0,38.0,90.0,642.0,2022-01-07 16:42:38,0.5.0,6.0,,,135.0,,,1481.0,2.0,,universalresolver/uni-resolver-web,https://hub.docker.com/r/universalresolver/uni-resolver-web,2026-04-24 08:23:48.703345,,157033.0,,,,,,,,,,,,,
82,dogtagpki,https://github.com/dogtagpki/pki,pki,The Dogtag Certificate System is an enterprise-class Certificate Authority (CA) which supports all aspects of..,,,23,True,dogtagpki/pki,,https://github.com/dogtagpki/pki,GPL-2.0,2017-02-16 19:36:36,2026-06-24 14:13:42.000000,2026-06-24 14:13:32,15032.0,171.0,157.0,14.0,2350.0,57.0,2976.0,497.0,2023-06-16 12:51:58,11.4.3,55.0,,,100.0,,,98.0,3.0,10176.0,,,,,,,,,,,,,,,,,,
83,credo-ts,https://github.com/openwallet-foundation/credo-ts,ssi-sdks,Typescript framework for building decentralized identity and verifiable credential solutions.,,['openwallet-foundation'],23,True,openwallet-foundation/credo-ts,,https://github.com/openwallet-foundation/credo-ts,Apache-2.0,2019-11-20 17:23:33,2026-06-25 14:32:04.000000,2026-06-24 19:08:15,1435.0,61.0,231.0,26.0,1891.0,248.0,652.0,346.0,2026-04-29 08:06:01,0.7.0,100.0,,,89.0,,,,2.0,,,,,,,,,,,,,,,,,,,
84,did-resolver,https://github.com/decentralized-identity/did-resolver,dids,Universal did-resolver for javascript environments.,,['dif'],23,True,decentralized-identity/did-resolver,,https://github.com/decentralized-identity/did-resolver,Apache-2.0,2018-02-20 16:33:55,2026-06-22 07:03:34.000000,2026-06-22 00:45:50,443.0,24.0,44.0,20.0,135.0,4.0,19.0,231.0,2026-05-04 13:17:45,5.0.1,27.0,7952.0,7952.0,25.0,,,,2.0,,,,,,,,,,,,,,,,,,,
85,web-did-resolver,https://github.com/decentralized-identity/web-did-resolver,dids,DID resolver for HTTPS domains.,,['dif'],23,True,decentralized-identity/web-did-resolver,web-did-resolver,https://github.com/decentralized-identity/web-did-resolver,Apache-2.0,2018-09-20 21:44:09,2026-06-22 04:54:30.000000,2026-06-22 03:09:23,395.0,19.0,19.0,11.0,126.0,1.0,11.0,100.0,2025-12-03 20:47:02,2.0.32,43.0,1475.0,1475.0,12.0,https://www.npmjs.com/package/web-did-resolver,71436.0,71436.0,2.0,,,,,,,,,,,,,,,,,,,
86,deepfacelab,https://github.com/iperov/DeepFaceLab,biometrics,DeepFaceLab is the leading software for creating deepfakes.,,,22,False,iperov/DeepFaceLab,,https://github.com/iperov/DeepFaceLab,GPL-3.0,2018-06-04 13:10:00,2024-11-13 19:29:05.000000,2024-11-13 19:29:05,1317.0,,896.0,1.0,131.0,531.0,786.0,19256.0,2020-04-09 05:48:48,DF.wf.288res.384.92.72.22,2.0,24.0,24.0,22.0,,,3062.0,3.0,229687.0,,,,,,,,,,,,,,,,,,
87,gotrue,https://github.com/netlify/gotrue,idp,An JWT based API for managing users and issuing JWT tokens.,,,22,True,netlify/gotrue,,https://github.com/netlify/gotrue,MIT,2016-05-16 23:14:24,2026-06-03 08:28:22.000000,2026-05-28 08:04:04,691.0,12.0,322.0,53.0,300.0,9.0,137.0,4426.0,2022-02-09 12:50:28,1.0.1,2.0,11.0,11.0,48.0,,,,3.0,,,,,,,,,,,,,,,,,,,
88,webauthn,https://github.com/w3c/webauthn,specs,Web Authentication: An API for accessing Public Key Credentials.,,['w3c'],22,True,w3c/webauthn,,https://github.com/w3c/webauthn,W3C,2016-02-08 14:51:38,2026-06-24 15:35:47.000000,2026-06-24 15:35:47,2808.0,21.0,271.0,194.0,1017.0,75.0,1262.0,1411.0,2018-03-20 13:11:25,CR-00-20180320,7.0,,,83.0,,,,1.0,,,,,,,,,,,,,,,,,,,
89,passwordlessid-webauthn,https://github.com/passwordless-id/webauthn,authentication,"Webauthn / passkeys helper library to make your life easier. Client side, server side and demo included.",,,22,True,passwordless-id/webauthn,passwordless-id/webauthn,https://github.com/passwordless-id/webauthn,MIT,2022-08-11 07:41:33,2026-05-23 12:27:40.000000,2026-05-15 06:02:25,309.0,4.0,59.0,7.0,42.0,,65.0,606.0,2026-05-15 06:05:04,2.4.0,43.0,5592.0,5592.0,20.0,https://www.npmjs.com/package/passwordless-id/webauthn,,,3.0,,,,,,,,,,,,,,,,,,,
90,howdy,https://github.com/boltgolt/howdy,authentication,Windows Hello style facial authentication for Linux.,,,21,True,boltgolt/howdy,,https://github.com/boltgolt/howdy,MIT,2018-01-05 00:54:21,2025-07-29 10:07:27.000000,2025-06-22 10:19:45,592.0,,388.0,66.0,184.0,318.0,614.0,7619.0,2020-09-02 15:57:23,2.6.1,11.0,,,69.0,,,335.0,3.0,33516.0,,,,,,,,,,,,,,,,howdy,,
91,openbr,https://github.com/biometrics/openbr,biometrics,"Open Source Biometrics, Face Recognition.",,,21,False,biometrics/openbr,,https://github.com/biometrics/openbr,,2012-12-20 02:52:37,2026-01-09 17:26:39.000000,2025-11-14 16:30:51,4083.0,,780.0,237.0,368.0,64.0,210.0,2901.0,2015-09-29 22:50:55,1.1.0,4.0,,,60.0,,,841.0,3.0,127067.0,,,,,,,,,,,,,,,,,,
92,appauth-ios,https://github.com/openid/AppAuth-iOS,authentication,iOS and macOS SDK for communicating with OAuth 2.0 and OpenID Connect providers.,,['openid'],21,True,openid/appauth-ios,,https://github.com/openid/AppAuth-iOS,Apache-2.0,2016-02-11 14:38:23,2026-06-18 19:41:38.000000,2026-06-18 17:43:08,421.0,7.0,797.0,93.0,372.0,186.0,368.0,2012.0,2026-06-12 17:43:44,2.1.0,34.0,,,53.0,,,,3.0,,,,,,,,,,,,,,,,,,,
93,django-passkeys,https://github.com/mkalioby/django-passkeys,authentication,Django Authentication Backend For Passkeys.,,,21,True,mkalioby/django-passkeys,,https://github.com/mkalioby/django-passkeys,MIT,2022-10-28 09:46:58,2026-06-17 18:30:03.000000,2026-05-01 14:10:43,90.0,21.0,30.0,5.0,36.0,9.0,31.0,254.0,2026-05-01 14:12:25,2.1.0,9.0,25.0,25.0,6.0,,,8028.0,3.0,,,,,,,django-passkeys,https://pypi.org/project/django-passkeys,8028.0,-1.0,,,,,,,,,
94,hyperledger-anoncreds-rs,https://github.com/anoncreds/anoncreds-rs,ssi-sdks,anoncreds-rs.,,['hyperledger'],21,False,hyperledger/anoncreds-rs,,https://github.com/anoncreds/anoncreds-rs,Apache-2.0,2022-10-20 16:09:54,2026-01-07 14:36:37.000000,2026-01-07 14:36:37,835.0,,58.0,12.0,249.0,29.0,91.0,87.0,2025-11-13 16:53:54,0.2.3,33.0,76.0,76.0,28.0,,,10165.0,2.0,416766.0,,,,,,,,,,anoncreds/anoncreds-rs,,,,,,,,
95,keripy,https://github.com/WebOfTrust/keripy,ssi-sdks,Key Event Receipt Infrastructure - the spec and implementation of the KERI protocol.,,,21,False,weboftrust/keripy,,https://github.com/WebOfTrust/keripy,Apache-2.0,2021-06-09 16:01:34,2026-06-25 18:09:40.000000,2026-06-25 13:23:43,4190.0,206.0,70.0,11.0,1088.0,178.0,165.0,76.0,,,1.0,76.0,76.0,39.0,,,,2.0,,,,,,,,,,,,,,,,,,,
96,polygon-js-sdk,https://github.com/0xPolygonID/js-sdk,ssi-sdks,SDK to work with Privado ID.,,,21,False,0xPolygonID/js-sdk,,https://github.com/0xPolygonID/js-sdk,Apache-2.0,2022-11-08 12:11:09,2026-06-18 09:00:14.000000,2026-06-17 07:35:26,713.0,10.0,41.0,4.0,362.0,6.0,39.0,73.0,2026-06-17 14:10:13,1.45.0,100.0,274.0,274.0,21.0,,,,2.0,,,,,,,,,,,,,,,,,,,
97,deepfacelive,https://github.com/iperov/DeepFaceLive,biometrics,Real-time face swap for PC streaming or video calls.,,,20,False,iperov/DeepFaceLive,,https://github.com/iperov/DeepFaceLive,GPL-3.0,2020-12-15 12:19:22,2024-11-08 03:07:42.000000,2024-10-24 16:17:15,328.0,,1256.0,7.0,25.0,1.0,143.0,30945.0,2023-01-21 09:26:53,TINA_SHIFT,35.0,,,11.0,,,27795.0,3.0,1667740.0,,,,,,,,,,,,,,,,,,
98,facenet,https://github.com/davidsandberg/facenet,biometrics,Face recognition using Tensorflow.,,,20,False,davidsandberg/facenet,,https://github.com/davidsandberg/facenet,MIT,2016-02-12 22:14:40,2023-07-24 12:43:21.000000,2018-04-16 17:32:11,566.0,,4664.0,548.0,123.0,511.0,619.0,14327.0,,,,,,36.0,,,,3.0,,,,,,,,,,,,,,,,,,,
99,opensk,https://github.com/google/OpenSK,authentication,OpenSK is an open-source implementation for security keys written in Rust that supports both FIDO U2F and FIDO2..,,['cncf'],20,True,google/OpenSK,,https://github.com/google/OpenSK,Apache-2.0,2019-12-17 18:55:43,2026-06-20 17:25:57.000000,2026-06-20 17:25:49,1341.0,15.0,319.0,82.0,562.0,11.0,202.0,3366.0,2021-06-23 10:02:43,ctap2.0,1.0,,,26.0,,,,3.0,,,,,,,,,,,,,,,,,,,
100,indy-node,https://github.com/hyperledger-indy/indy-node,ssi-sdks,The server portion of a distributed ledger purpose-built for decentralized identity.,,['hyperledger'],20,False,hyperledger/indy-node,,https://github.com/hyperledger-indy/indy-node,Apache-2.0,2016-12-21 05:45:04,2026-05-11 17:10:09.000000,2025-02-24 16:33:21,4946.0,,643.0,61.0,1847.0,39.0,60.0,709.0,2024-02-09 14:17:29,1.13.2,37.0,,,111.0,,,26.0,2.0,2235.0,,,,,,,,,,hyperledger-indy/indy-node,,,,,,,,
101,webauthn4j,https://github.com/webauthn4j/webauthn4j,authentication,A portable Java library for WebAuthn(Passkeys) server side verification.,,,20,True,webauthn4j/webauthn4j,,https://github.com/webauthn4j/webauthn4j,Apache-2.0,2018-05-20 12:14:36,2026-06-24 14:32:28.000000,2026-06-19 21:53:56,3069.0,189.0,96.0,18.0,1159.0,11.0,155.0,579.0,2026-06-09 12:51:26,0.31.7.RELEASE,93.0,,,39.0,,,,3.0,,,,,,,,,,,,,com.webauthn4j:webauthn4j-core,https://search.maven.org/artifact/com.webauthn4j/webauthn4j-core,,,,,
102,dwn-sdk-js,https://github.com/decentralized-identity/dwn-sdk-js,ssi-agents,Decentralized Web Node (DWN) Reference implementation.,,['web5'],20,False,TBD54566975/dwn-sdk-js,tbd54566975/dwn-sdk-js,https://github.com/decentralized-identity/dwn-sdk-js,Apache-2.0,2022-03-11 17:33:48,2024-10-23 19:02:40.000000,2024-10-23 19:00:48,551.0,,99.0,18.0,546.0,42.0,238.0,322.0,2024-10-23 19:02:40,0.5.2,62.0,494.0,494.0,48.0,https://www.npmjs.com/package/tbd54566975/dwn-sdk-js,,,2.0,,,,,,,,,,,decentralized-identity/dwn-sdk-js,,,,,,,,
103,satosa,https://github.com/IdentityPython/SATOSA,authentication,"Proxy translating between different authentication protocols (SAML2, OpenID Connect and OAuth2).",,,20,False,IdentityPython/satosa,,https://github.com/IdentityPython/SATOSA,Apache-2.0,2015-09-02 07:08:03,2025-02-17 10:37:28.000000,2025-02-17 10:37:28,1754.0,,127.0,26.0,364.0,57.0,78.0,265.0,2025-02-10 16:01:17,8.5.1,51.0,44.0,44.0,58.0,,,,3.0,,,,,,,,,,,,,,,,,,,
104,barbican,https://github.com/openstack/barbican,pki,"Barbican is a ReST API designed for the secure storage, provisioning and management of secrets, including in OpenStack..",,['openstack'],20,True,openstack/barbican,,https://github.com/openstack/barbican,Apache-2.0,2014-05-23 22:15:27,2026-06-25 17:54:37.000000,2026-05-29 15:29:09,3829.0,53.0,76.0,24.0,10.0,,,249.0,,,,17.0,17.0,313.0,,,,3.0,,,,,,,,,,,,,,,,,,,
105,spruceid-ssi,https://github.com/spruceid/ssi,ssi-sdks,Core library for decentralized identity.,,,19,True,spruceid/ssi,,https://github.com/spruceid/ssi,Apache-2.0,2020-08-04 14:40:34,2026-06-24 14:24:28.000000,2026-06-02 07:28:14,649.0,4.0,76.0,33.0,475.0,97.0,123.0,262.0,,,,218.0,218.0,33.0,,,,2.0,,,,,,,,,,,,,,,,,,,
106,aries-framework-go,https://github.com/hyperledger-aries/aries-framework-go,ssi-sdks,Hyperledger Aries Framework Go provides packages for building Agent / DIDComm services.,,['hyperledger'],19,False,hyperledger/aries-framework-go,,https://github.com/hyperledger-aries/aries-framework-go,Apache-2.0,2019-07-09 20:45:08,2024-03-27 16:44:00.000000,2024-03-27 16:36:25,3197.0,,156.0,1.0,2046.0,388.0,1196.0,239.0,2023-05-09 10:57:15,0.3.2,14.0,3.0,3.0,62.0,,,,2.0,,,,,,,,,,,hyperledger-aries/aries-framework-go,,,,,,,,
