,name,homepage,category,description,resource,labels,projectrank,show,github_id,npm_id,github_url,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,latest_stable_release_published_at,latest_stable_release_number,release_count,dependent_project_count,github_dependent_project_count,contributor_count,npm_url,npm_monthly_downloads,monthly_downloads,projectrank_placing,github_release_downloads,dockerhub_id,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,pypi_id,pypi_url,pypi_monthly_downloads,trending,helm_id,maven_id,maven_url,brew_id,gem_url,apt_id,updated_github_id,github-id
55,identity-server,https://github.com/DuendeSoftware/IdentityServer,authentication,The most flexible and standards-compliant OpenID Connect and OAuth 2.x framework for ASP.NET Core.,,,28,True,duendesoftware/identityserver,,https://github.com/DuendeSoftware/IdentityServer,https://duendesoftware.com/license,2020-10-01 08:46:31,2024-05-30 13:44:39.000000,2024-05-24 14:10:01,5290.0,19.0,308.0,40.0,789.0,67.0,265.0,1364.0,2024-04-04 20:54:05,7.0.4,57.0,1884.0,1884.0,297.0,,,,2.0,,,,,,,,,,,,,,,,,,
56,yubikey-manager,https://github.com/Yubico/yubikey-manager,pki,Python library and command line tool for configuring any YubiKey over all USB interfaces.,,,28,True,Yubico/yubikey-manager,,https://github.com/Yubico/yubikey-manager,BSD-2-Clause,2016-07-04 14:23:53,2024-05-30 09:34:40.000000,2024-04-29 13:26:45,2706.0,34.0,119.0,60.0,310.0,35.0,258.0,827.0,2024-03-27 08:06:51,5.4.0,37.0,137.0,137.0,46.0,,,25582.0,2.0,10971.0,,,,,,yubikey-manager,https://pypi.org/project/yubikey-manager,25466.0,,,,,,,,,
57,whisper,https://github.com/openai/whisper,biometrics,Robust Speech Recognition via Large-Scale Weak Supervision.,,,27,True,openai/whisper,,https://github.com/openai/whisper,MIT,2022-09-16 20:02:54,2024-05-28 23:26:47.000000,2023-12-18 20:11:16,136.0,,7028.0,527.0,226.0,,,62254.0,2023-11-17 19:59:53,20231117,10.0,21.0,21.0,66.0,,,298821.0,3.0,,,,,,,openai-whisper,https://pypi.org/project/openai-whisper,298821.0,,,,,,,,,
58,authentik,https://github.com/goauthentik/authentik,idp,The authentication glue you need.,,,27,True,goauthentik/authentik,,https://github.com/goauthentik/authentik,https://github.com/goauthentik/authentik/blob/13591fc72cd2f07bdd1c17f66e4f4f0a6608d8eb/authentik/enterprise/LICENSE,2019-12-30 09:19:48,2024-05-30 17:33:42.000000,2024-05-30 16:45:10,14513.0,705.0,562.0,39.0,7530.0,513.0,1610.0,7414.0,2024-05-07 14:56:52,ersion/2024.4.2,100.0,,,252.0,,,101.0,3.0,3149.0,,,,,,,,,,https://charts.goauthentik.io,,,,,,,
59,cerbos,https://github.com/cerbos/cerbos,authorization,"Cerbos is the open core, language-agnostic, scalable authorization solution that makes user permissions and..",,,27,True,cerbos/cerbos,,https://github.com/cerbos/cerbos,Apache-2.0,2021-03-21 13:23:10,2024-05-30 12:54:08.000000,2024-05-28 11:08:22,1665.0,123.0,121.0,30.0,1785.0,36.0,305.0,2563.0,2024-05-09 08:08:05,0.36.0,59.0,5.0,5.0,28.0,,,1710.0,3.0,65004.0,ghcr.io/cerbos/cerbos,https://hub.docker.com/r/ghcr.io/cerbos/cerbos,,,,,,,,oci://ghcr.io/cerbos/helm-charts/cerbos,,,,,,,
60,jansen,https://github.com/JanssenProject/jans,idp,An open source enterprise digital identity platform for CIAM or workforce... Janssen is a distribution of standards-..,,['linux-foundation'],27,True,janssenproject/jans,,https://github.com/JanssenProject/jans,Apache-2.0,2020-11-03 15:00:37,2024-05-30 10:37:32.000000,2024-05-29 12:52:02,33976.0,246.0,67.0,31.0,4973.0,370.0,3136.0,406.0,2024-05-29 12:58:54,1.1.2,100.0,,,114.0,,,418.0,3.0,2929.0,,,,,,,,,,,,,,,,,
61,ethr-did-resolver,https://github.com/decentralized-identity/ethr-did-resolver,dids,DID resolver for Ethereum Addresses with support for key management.,,['dif'],27,True,decentralized-identity/ethr-did-resolver,ethr-did-resolver,https://github.com/decentralized-identity/ethr-did-resolver,Apache-2.0,2018-03-31 18:40:19,2024-05-30 08:04:41.000000,2024-04-08 00:43:04,476.0,4.0,67.0,29.0,147.0,5.0,47.0,198.0,2024-02-14 22:03:28,10.1.5,59.0,1532.0,1532.0,26.0,https://www.npmjs.com/package/ethr-did-resolver,17453.0,17453.0,1.0,,,,,,,,,,,,,,,,,,
62,did-jwt-vc,https://github.com/decentralized-identity/did-jwt-vc,ssi-sdks,Create and verify W3C Verifiable Credentials and Presentations in JWT format.,,['dif'],27,True,decentralized-identity/did-jwt-vc,did-jwt-vc,https://github.com/decentralized-identity/did-jwt-vc,Apache-2.0,2019-07-22 20:20:06,2024-05-29 18:59:13.000000,2024-03-26 04:30:10,367.0,6.0,41.0,23.0,97.0,2.0,48.0,171.0,2024-03-26 04:30:27,4.0.4,58.0,958.0,958.0,22.0,https://www.npmjs.com/package/did-jwt-vc,21826.0,21826.0,1.0,,,,,,,,,,,,,,,,,,
63,node-oidc-provider,https://github.com/panva/node-oidc-provider,authentication,OpenID Certified OAuth 2.0 Authorization Server implementation for Node.js.,,,26,True,panva/node-oidc-provider,oidc-provider,https://github.com/panva/node-oidc-provider,MIT,2015-12-02 09:17:41,2024-05-27 15:39:36.000000,2024-05-27 15:39:32,2465.0,6.0,739.0,68.0,248.0,,,3056.0,2024-04-23 11:36:17,8.4.6,100.0,5.0,5.0,73.0,https://www.npmjs.com/package/oidc-provider,206520.0,206520.0,2.0,,,,,,,,,,,,,,,,,,
64,opal,https://github.com/permitio/opal,authorization,"Policy and data administration, distribution, and real-time updates on top of Policy Agents (OPA, Cedar, ...).",,,25,True,permitio/opal,,https://github.com/permitio/opal,Apache-2.0,2021-02-14 11:37:31,2024-05-30 15:19:21.000000,2024-05-30 15:19:21,1804.0,103.0,133.0,22.0,394.0,39.0,85.0,2333.0,2024-04-30 17:21:16,0.7.6,34.0,1.0,1.0,58.0,,,4545.0,3.0,632.0,permitio/opal-server,https://hub.docker.com/r/permitio/opal-server,2024-04-30 17:32:51.670462,1.0,176611.0,,,,,,,,,,,,
65,lemur,https://github.com/Netflix/lemur,pki,Repository for the Lemur Certificate Manager.,,,25,True,netflix/lemur,,https://github.com/Netflix/lemur,Apache-2.0,2015-06-16 16:36:07,2024-05-28 14:06:31.000000,2024-05-28 14:06:23,6243.0,166.0,315.0,421.0,4260.0,121.0,417.0,1696.0,2024-05-20 21:19:16,1.8.1,30.0,,,151.0,,,0.0,2.0,51.0,,,,,,,,,,,,,,,,,
66,athenz,https://github.com/AthenZ/athenz,pki,Open source platform for X.509 certificate based service authentication and fine grained access control in dynamic..,,['linux-foundation'],25,True,athenz/athenz,,https://github.com/AthenZ/athenz,Apache-2.0,2016-11-16 18:23:08,2024-05-30 17:01:07.000000,2024-05-30 14:30:51,3095.0,101.0,272.0,52.0,2349.0,31.0,230.0,869.0,2024-05-17 05:09:19,1.11.59,100.0,32.0,32.0,86.0,,,,2.0,,,,,,,,,,,,,,,,,,
67,aries-python,https://github.com/hyperledger/aries-cloudagent-python,ssi-sdks,Hyperledger Aries Cloud Agent Python (ACA-Py) is a foundation for building decentralized identity applications and..,,['hyperledger'],25,True,hyperledger/aries-cloudagent-python,,https://github.com/hyperledger/aries-cloudagent-python,Apache-2.0,2019-06-24 18:12:14,2024-05-30 18:19:00.000000,2024-05-30 18:18:18,9308.0,373.0,456.0,29.0,1780.0,219.0,994.0,395.0,2024-05-07 19:38:08,0.11.1,81.0,,,138.0,,,,1.0,,,,,,,,,,,,,,,,,,
68,hanko,https://github.com/teamhanko/hanko,idp,Authentication and user management system with passkey superpowers.,,,24,False,teamhanko/hanko,,https://github.com/teamhanko/hanko,,2022-03-14 17:03:46,2024-05-30 16:10:27.000000,2024-05-29 12:41:00,2060.0,52.0,792.0,31.0,1261.0,38.0,135.0,5485.0,2024-04-29 16:02:30,backend/v0.11.0,22.0,241.0,241.0,44.0,,,7.0,3.0,169.0,,,,,,,,,,,,,,,,,
69,maxkey,https://github.com/dromara/MaxKey,idp,"MaxKey SSO ,Leading-Edge IAM-IDaas(Identity and Access Management) ProductIAM-IDaas,OAuth2.xOpenID..",,,24,True,dromara/MaxKey,,https://github.com/dromara/MaxKey,Apache-2.0,2016-11-16 03:06:50,2024-05-22 06:22:19.000000,2024-05-22 06:22:01,2283.0,46.0,300.0,30.0,107.0,4.0,111.0,1353.0,2024-05-17 00:56:26,4.0.4,59.0,,,40.0,,,119.0,3.0,,maxkeytop/maxkey,https://hub.docker.com/r/maxkeytop/maxkey,2023-10-11 12:25:07.733007,5.0,10795.0,,,,,,,,,,,,
70,freeipa,https://github.com/freeipa/freeipa,idp,"Mirror of FreeIPA, an integrated security information management solution.",,,24,True,freeipa/freeipa,,https://github.com/freeipa/freeipa,GPL-3.0,2012-05-15 20:34:40,2024-05-30 10:16:53.000000,2024-05-28 14:18:42,15931.0,96.0,319.0,51.0,7377.0,,,1099.0,,,,,,223.0,,,39938.0,3.0,,freeipa/freeipa-server,https://hub.docker.com/r/freeipa/freeipa-server,2024-05-29 06:41:21.697620,165.0,5751092.0,,,,1.0,,,,,,,,
71,fido2-net-lib,https://github.com/passwordless-lib/fido2-net-lib,authentication,FIDO2 .NET library for FIDO2 / WebAuthn Attestation and Assertion using .NET.,,,24,True,passwordless-lib/fido2-net-lib,,https://github.com/passwordless-lib/fido2-net-lib,MIT,2018-05-31 07:51:51,2024-03-13 00:54:18.000000,2024-02-28 17:52:12,620.0,,157.0,37.0,266.0,67.0,181.0,1097.0,2022-09-28 20:32:17,3.0.1,15.0,248.0,248.0,44.0,,,,3.0,,,,,,,,,,2.0,,,,,,,,
72,veramo,https://github.com/decentralized-identity/veramo,ssi-sdks,A JavaScript Framework for Verifiable Data.,,,24,True,decentralized-identity/veramo,,https://github.com/decentralized-identity/veramo,Apache-2.0,2019-11-12 14:18:17,2024-05-30 08:58:33.000000,2024-03-28 15:46:16,1857.0,4.0,124.0,24.0,780.0,73.0,374.0,409.0,2024-04-02 18:54:31,6.0.0,44.0,646.0,646.0,55.0,,,,1.0,,,,,,,,,,,,,,,,,,
73,iota-identity,https://github.com/iotaledger/identity.rs,ssi-sdks,Implementation of the Decentralized Identity standards such as DID and Verifiable Credentials by W3C for the IOTA..,,,24,True,iotaledger/identity.rs,,https://github.com/iotaledger/identity.rs,Apache-2.0,2020-02-06 14:33:11,2024-05-30 14:10:29.000000,2024-05-28 13:48:23,1467.0,23.0,81.0,25.0,1044.0,60.0,244.0,285.0,2024-05-28 13:34:22,1.3.0,29.0,118.0,118.0,39.0,,,,1.0,,,,,,,,,,,,,,,,,,
74,supertokens,https://github.com/supertokens/supertokens-core,idp,Open source alternative to Auth0 / Firebase Auth / AWS Cognito.,,,23,True,supertokens/supertokens-core,,https://github.com/supertokens/supertokens-core,https://github.com/supertokens/supertokens-core/blob/4a134fff6e96c46546fd11d66592d75c9fcef614/ee/LICENSE.md,2020-01-05 13:30:52,2024-05-29 05:09:05.000000,2024-05-23 09:18:43,1000.0,46.0,465.0,60.0,500.0,110.0,368.0,12040.0,2024-04-22 08:05:51,9.0.2,70.0,,,27.0,,,,3.0,,registry.supertokens.io/supertokens/supertokens-postgresql,https://hub.docker.com/r/registry.supertokens.io/supertokens/supertokens-postgresql,,,,,,,,,,,,,,,
75,permify,https://github.com/Permify/permify,authorization,Open source authorization service inspired by Google Zanzibar to build fine-grained and scalable authorization systems.,,,23,True,permify/permify,,https://github.com/Permify/permify,Apache-2.0,2022-07-14 11:16:57,2024-05-30 09:39:33.000000,2024-05-30 09:38:21,2931.0,329.0,123.0,18.0,1090.0,33.0,141.0,2551.0,2024-05-30 09:47:40,0.9.0,73.0,1.0,1.0,44.0,,,88.0,3.0,1858.0,ghcr.io/permify/permify,https://hub.docker.com/r/ghcr.io/permify/permify,,,,,,,,,,,,,,,
76,universal-resolver,https://github.com/decentralized-identity/universal-resolver,dids,Universal Resolver implementation and drivers.,,,23,True,decentralized-identity/universal-resolver,,https://github.com/decentralized-identity/universal-resolver,Apache-2.0,2017-08-01 18:25:42,2024-05-30 12:27:54.000000,2024-05-22 08:13:55,1751.0,38.0,225.0,58.0,308.0,31.0,85.0,521.0,2022-01-07 16:42:38,0.5.0,6.0,,,108.0,,,1539.0,2.0,,universalresolver/uni-resolver-web,https://hub.docker.com/r/universalresolver/uni-resolver-web,2024-05-22 08:15:17.091855,,124660.0,,,,,,,,,,,,
77,dogtagpki,https://github.com/dogtagpki/pki,pki,The Dogtag Certificate System is an enterprise-class Certificate Authority (CA) which supports all aspects of..,,,23,True,dogtagpki/pki,,https://github.com/dogtagpki/pki,GPL-2.0,2017-02-16 19:36:36,2024-05-29 19:48:41.000000,2024-05-29 19:48:41,13553.0,260.0,128.0,12.0,1843.0,943.0,1970.0,333.0,2023-06-16 12:51:58,11.4.3,55.0,,,86.0,,,99.0,3.0,7734.0,,,,,,,,,,,,,,,,,
78,dwn-sdk-js,https://github.com/TBD54566975/dwn-sdk-js,ssi-agents,Decentralized Web Node (DWN) Reference implementation.,,['web5'],23,True,TBD54566975/dwn-sdk-js,tbd54566975/dwn-sdk-js,https://github.com/TBD54566975/dwn-sdk-js,Apache-2.0,2022-03-11 17:33:48,2024-05-30 16:06:19.000000,2024-05-28 17:25:43,493.0,38.0,95.0,18.0,483.0,72.0,188.0,323.0,2024-05-28 17:26:11,0.3.5,47.0,382.0,382.0,43.0,https://www.npmjs.com/package/tbd54566975/dwn-sdk-js,,,2.0,,,,,,,,,,,,,,,,,,
79,credo-ts,https://github.com/openwallet-foundation/credo-ts,ssi-sdks,Typescript framework for building decentralized identity and verifiable credential solutions.,,['openwallet-foundation'],23,True,openwallet-foundation/credo-ts,,https://github.com/openwallet-foundation/credo-ts,Apache-2.0,2019-11-20 17:23:33,2024-05-30 06:15:01.000000,2024-05-23 14:13:00,972.0,51.0,167.0,28.0,1162.0,137.0,546.0,240.0,2024-05-01 14:26:31,0.5.3,81.0,3.0,3.0,61.0,,,,2.0,,,,,,,,,,,,,,,,,,
80,deepfacelive,https://github.com/iperov/DeepFaceLive,biometrics,Real-time face swap for PC streaming or video calls.,,,22,True,iperov/DeepFaceLive,,https://github.com/iperov/DeepFaceLive,GPL-3.0,2020-12-15 12:19:22,2023-07-28 10:14:16.000000,2023-07-28 10:14:10,326.0,,3912.0,340.0,25.0,1.0,143.0,23948.0,2023-01-21 09:26:53,TINA_SHIFT,35.0,,,11.0,,,26415.0,3.0,924541.0,,,,,,,,,,,,,,,,,
81,openbr,https://github.com/biometrics/openbr,biometrics,"Open Source Biometrics, Face Recognition.",,,22,False,biometrics/openbr,,https://github.com/biometrics/openbr,,2012-12-20 02:52:37,2024-04-26 14:52:24.000000,2024-04-24 20:50:56,4045.0,8.0,759.0,252.0,336.0,63.0,210.0,2842.0,2015-09-29 22:50:55,1.1.0,4.0,,,58.0,,,876.0,3.0,110410.0,,,,,,,,,,,,,,,,,
82,appauth-ios,https://github.com/openid/AppAuth-iOS,authentication,iOS and macOS SDK for communicating with OAuth 2.0 and OpenID Connect providers.,,['openid'],22,True,openid/appauth-ios,,https://github.com/openid/AppAuth-iOS,Apache-2.0,2016-02-11 14:38:23,2024-05-27 13:11:15.000000,2024-04-22 22:53:53,407.0,13.0,690.0,95.0,329.0,162.0,345.0,1706.0,2024-04-22 23:07:41,1.7.5,31.0,,,50.0,,,,3.0,,,,,,,,,,,,,,,,,,
83,conjur,https://github.com/cyberark/conjur,machine,CyberArk Conjur automatically secures secrets used by privileged users and machine identities.,,,22,True,cyberark/conjur,,https://github.com/cyberark/conjur,LGPL,2016-06-28 21:18:07,2023-11-20 08:18:32.000000,2023-10-13 18:18:58,3449.0,,122.0,48.0,1887.0,207.0,901.0,759.0,2023-08-04 21:07:07,1.20.0,73.0,,,96.0,,,74485.0,3.0,406.0,cyberark/conjur,https://hub.docker.com/r/cyberark/conjur,2023-10-27 18:55:35.655413,30.0,7075613.0,,,,,,,,,,,,
84,keystone,https://github.com/openstack/keystone,idp,OpenStack Identity (Keystone). Mirror of code maintained at opendev.org.,,['openstack'],22,True,openstack/keystone,,https://github.com/openstack/keystone,Apache-2.0,2013-05-30 14:48:39,2024-05-21 15:19:02.000000,2024-05-21 15:17:50,14964.0,32.0,660.0,111.0,18.0,,,684.0,,,,130.0,130.0,733.0,,,,3.0,,,,,,,,,,,,,,,,,,
85,hyperledger-anoncreds-rs,https://github.com/hyperledger/anoncreds-rs,ssi-sdks,anoncreds-rs.,,['hyperledger'],22,False,hyperledger/anoncreds-rs,,https://github.com/hyperledger/anoncreds-rs,Apache-2.0,2022-10-20 16:09:54,2024-05-13 17:27:37.000000,2024-05-13 17:27:37,792.0,5.0,42.0,15.0,226.0,25.0,87.0,69.0,2024-02-13 10:21:42,0.2.0,30.0,84.0,84.0,23.0,,,7596.0,2.0,121545.0,,,,,,,,,,,,,,,,,
86,howdy,https://github.com/boltgolt/howdy,authentication,Windows Hello style facial authentication for Linux.,,,21,True,boltgolt/howdy,,https://github.com/boltgolt/howdy,MIT,2018-01-05 00:54:21,2024-05-20 19:12:10.000000,2024-05-04 11:30:12,564.0,1.0,281.0,61.0,149.0,196.0,570.0,5474.0,2020-09-02 15:57:23,2.6.1,11.0,,,61.0,,,223.0,3.0,16783.0,,,,,,,,,,,,,,,howdy,,
87,gotrue,https://github.com/netlify/gotrue,idp,An SWT based API for managing users and issuing SWT tokens.,,,21,True,netlify/gotrue,,https://github.com/netlify/gotrue,MIT,2016-05-16 23:14:24,2024-05-26 16:19:27.000000,2023-08-31 21:53:17,639.0,,276.0,64.0,223.0,4.0,128.0,3738.0,2022-02-09 12:50:28,1.0.1,2.0,11.0,11.0,39.0,,,,3.0,,,,,,,,,,,,,,,,,,
88,opensk,https://github.com/google/OpenSK,authentication,OpenSK is an open-source implementation for security keys written in Rust that supports both FIDO U2F and FIDO2..,,['cncf'],21,True,google/OpenSK,,https://github.com/google/OpenSK,Apache-2.0,2019-12-17 18:55:43,2024-05-27 11:49:05.000000,2024-04-30 09:07:08,1281.0,2.0,273.0,91.0,494.0,27.0,162.0,2912.0,2021-06-23 10:02:43,ctap2.0,1.0,78.0,78.0,24.0,,,,3.0,,,,,,,,,,,,,,,,,,
89,webauthn,https://github.com/w3c/webauthn,specs,Web Authentication: An API for accessing Public Key Credentials.,,['w3c'],21,True,w3c/webauthn,,https://github.com/w3c/webauthn,W3C,2016-02-08 14:51:38,2024-05-30 14:04:06.000000,2024-05-27 13:28:44,2322.0,33.0,154.0,181.0,869.0,79.0,1070.0,1118.0,2018-03-20 13:11:25,CR-00-20180320,7.0,,,76.0,,,,1.0,,,,,,,,,,,,,,,,,,
90,webauthn-json,https://github.com/github/webauthn-json,authentication,A small WebAuthn API wrapper that translates to/from pure JSON using base64url.,,,21,True,github/webauthn-json,github/webauthn-json,https://github.com/github/webauthn-json,MIT,2019-07-01 18:52:54,2024-05-03 13:27:49.000000,2024-05-03 13:27:43,284.0,1.0,53.0,271.0,29.0,7.0,39.0,727.0,2023-01-31 02:32:05,2.1.1,52.0,1337.0,1337.0,13.0,https://www.npmjs.com/package/github/webauthn-json,,,3.0,,,,,,,,,,,,,,,,,,
91,did-resolver,https://github.com/decentralized-identity/did-resolver,dids,Universal did-resolver for javascript environments.,,['dif'],21,True,decentralized-identity/did-resolver,,https://github.com/decentralized-identity/did-resolver,Apache-2.0,2018-02-20 16:33:55,2024-05-27 22:44:53.000000,2024-03-25 01:03:55,393.0,2.0,40.0,23.0,129.0,3.0,18.0,207.0,2023-03-08 14:05:37,4.1.0,24.0,6033.0,6033.0,24.0,,,,2.0,,,,,,,,,,-1.0,,,,,,,,
92,web-did-resolver,https://github.com/decentralized-identity/web-did-resolver,dids,DID resolver for HTTPS domains.,,['dif'],21,False,decentralized-identity/web-did-resolver,web-did-resolver,https://github.com/decentralized-identity/web-did-resolver,Apache-2.0,2018-09-20 21:44:09,2024-05-27 22:19:00.000000,2024-03-25 02:20:25,293.0,3.0,15.0,14.0,119.0,2.0,10.0,83.0,2023-07-03 18:25:08,2.0.27,38.0,980.0,980.0,12.0,https://www.npmjs.com/package/web-did-resolver,20860.0,20860.0,2.0,,,,,,,,,,,,,,,,,,
93,solid-client-authn-js,https://github.com/inrupt/solid-client-authn-js,authentication,A client library for authenticating with Solid.,,['solid'],21,False,inrupt/solid-client-authn-js,inrupt/solid-client-authn-node,https://github.com/inrupt/solid-client-authn-js,,2019-11-21 00:49:46,2024-05-29 17:22:32.000000,2024-05-27 15:06:06,2615.0,102.0,33.0,16.0,3370.0,51.0,96.0,65.0,2024-05-03 10:58:55,2.2.0,24.0,842.0,842.0,24.0,https://www.npmjs.com/package/inrupt/solid-client-authn-node,,,3.0,,,,,,,,,,,,,,,,,,
94,facenet,https://github.com/davidsandberg/facenet,biometrics,Face recognition using Tensorflow.,,,20,False,davidsandberg/facenet,,https://github.com/davidsandberg/facenet,MIT,2016-02-12 22:14:40,2023-07-24 12:43:21.000000,2018-04-16 17:32:11,566.0,,4673.0,567.0,122.0,504.0,620.0,13567.0,,,,,,36.0,,,,3.0,,,,,,,,,,,,,,,,,,
95,indy-node,https://github.com/hyperledger/indy-node,ssi-sdks,The server portion of a distributed ledger purpose-built for decentralized identity.,,['hyperledger'],20,True,hyperledger/indy-node,,https://github.com/hyperledger/indy-node,Apache-2.0,2016-12-21 05:45:04,2024-05-21 14:53:58.000000,2024-05-10 17:15:44,4921.0,6.0,644.0,69.0,1771.0,36.0,56.0,679.0,2024-02-09 14:17:29,1.13.2,37.0,,,105.0,,,10.0,2.0,607.0,,,,,,,,,,,,,,,,,
96,sidetree,https://github.com/decentralized-identity/sidetree,specs,Sidetree Specification and Reference Implementation.,,['dif'],20,False,decentralized-identity/sidetree,,https://github.com/decentralized-identity/sidetree,Apache-2.0,2018-09-04 17:20:14,2023-12-18 20:07:43.000000,2023-04-04 19:14:54,1149.0,,102.0,40.0,682.0,37.0,441.0,435.0,2021-03-09 22:06:35,1.0.2,12.0,34.0,34.0,47.0,,,,1.0,,,,,,,,,,,,,,,,,,
97,webauthn4j,https://github.com/webauthn4j/webauthn4j,authentication,A portable Java library for WebAuthn(Passkeys) server side verification.,,,20,True,webauthn4j/webauthn4j,,https://github.com/webauthn4j/webauthn4j,Apache-2.0,2018-05-20 12:14:36,2024-05-14 13:09:56.000000,2024-05-14 13:08:44,2300.0,56.0,68.0,21.0,755.0,6.0,98.0,392.0,2024-05-01 08:03:08,0.24.0.RELEASE,56.0,,,27.0,,,,3.0,,,,,,,,,,,,com.webauthn4j:webauthn4j-core,https://search.maven.org/artifact/com.webauthn4j/webauthn4j-core,,,,,
98,passwordlessid-webauthn,https://github.com/passwordless-id/webauthn,authentication,"Webauthn / passkeys helper library to make your life easier. Client side, server side and demo included.",,,20,True,passwordless-id/webauthn,passwordless-id/webauthn,https://github.com/passwordless-id/webauthn,MIT,2022-08-11 07:41:33,2024-05-30 12:34:54.000000,2024-05-11 21:10:57,118.0,12.0,38.0,8.0,20.0,1.0,30.0,367.0,2024-04-18 15:55:02,1.6.1,26.0,352.0,352.0,11.0,https://www.npmjs.com/package/passwordless-id/webauthn,,,3.0,,,,,,,,,,,,,,,,,,
99,aries-rfcs,https://github.com/hyperledger/aries-rfcs,specs,"Hyperledger Aries is infrastructure for blockchain-rooted, peer-to-peer interactions.",,['hyperledger'],20,True,hyperledger/aries-rfcs,,https://github.com/hyperledger/aries-rfcs,Apache-2.0,2019-05-08 16:49:20,2024-05-29 18:06:47.000000,2024-05-29 18:05:41,2304.0,62.0,212.0,50.0,608.0,55.0,175.0,323.0,,,,,,88.0,,,,1.0,,,,,,,,,,,,,,,,,,
100,aries-framework-go,https://github.com/hyperledger-archives/aries-framework-go,ssi-sdks,Hyperledger Aries Framework Go provides packages for building Agent / DIDComm services.,,['hyperledger'],20,True,hyperledger/aries-framework-go,,https://github.com/hyperledger-archives/aries-framework-go,Apache-2.0,2019-07-09 20:45:08,2024-03-27 16:44:00.000000,2024-03-27 16:36:25,3197.0,1.0,157.0,20.0,2046.0,388.0,1196.0,241.0,2023-05-09 10:57:15,0.3.2,14.0,3.0,3.0,62.0,,,,2.0,,,,,,,,,,,,,,,,,hyperledger-archives/aries-framework-go,
101,satosa,https://github.com/IdentityPython/SATOSA,authentication,"Proxy translating between different authentication protocols (SAML2, OpenID Connect and OAuth2).",,,20,True,IdentityPython/satosa,,https://github.com/IdentityPython/SATOSA,Apache-2.0,2015-09-02 07:08:03,2024-05-23 14:01:38.000000,2024-01-23 08:35:12,1730.0,,109.0,28.0,351.0,40.0,73.0,186.0,2023-06-11 17:23:23,8.4.0,49.0,32.0,32.0,52.0,,,,3.0,,,,,,,,,,,,,,,,,,
102,web5-js,https://github.com/TBD54566975/web5-js,ssi-sdks,Monorepo for the Web5 JS TypeScript implementation.,,['web5'],20,True,TBD54566975/web5-js,web5/api,https://github.com/TBD54566975/web5-js,Apache-2.0,2023-03-06 19:11:53,2024-05-30 13:34:55.000000,2024-05-29 01:42:01,611.0,159.0,41.0,5.0,451.0,64.0,135.0,117.0,2024-05-29 01:10:27,@web5/user-agent@0.3.8,69.0,67.0,67.0,29.0,https://www.npmjs.com/package/web5/api,,,2.0,,,,,,,,,,,,,,,,,,
103,waltid-identity,https://github.com/walt-id/waltid-identity,ssi-sdks,All-in-one open-source identity and wallet toolkit.,,,20,True,walt-id/waltid-identity,,https://github.com/walt-id/waltid-identity,Apache-2.0,2023-10-05 20:33:14,2024-05-30 14:49:30.000000,2024-05-30 11:17:04,1947.0,1088.0,32.0,6.0,380.0,16.0,43.0,101.0,2024-05-21 15:31:31,0.3.1,100.0,,,19.0,,,,2.0,,waltid/identity,https://hub.docker.com/r/waltid/identity,,,,,,,,,,,,,,,
104,polygon-js-sdk,https://github.com/0xPolygonID/js-sdk,ssi-sdks,SDK to work with Polygon ID.,,,20,False,0xPolygonID/js-sdk,,https://github.com/0xPolygonID/js-sdk,Apache-2.0,2022-11-08 12:11:09,2024-05-29 11:06:47.000000,2024-05-29 10:55:07,459.0,47.0,25.0,4.0,194.0,6.0,31.0,52.0,2024-05-29 11:06:47,1.15.0,59.0,168.0,168.0,18.0,,,,2.0,,,,,,,,,,,,,,,,,,
105,trinsic-sdk,https://github.com/trinsic-id/sdk,ssi-sdks,Trinsic SDK repository.,,,20,False,trinsic-id/sdk,,https://github.com/trinsic-id/sdk,Apache-2.0,2021-04-26 20:47:34,2024-05-27 09:06:23.000000,2024-05-08 15:42:45,1130.0,23.0,16.0,11.0,1305.0,1.0,321.0,28.0,2024-03-27 21:54:10,1.14.0,17.0,,,27.0,,,379.0,2.0,11773.0,,,,,,,,,,,,,,,,,
106,appauth-android,https://github.com/openid/AppAuth-Android,authentication,Android client SDK for communicating with OAuth 2.0 and OpenID Connect providers.,,['openid'],19,True,openid/appauth-android,,https://github.com/openid/AppAuth-Android,Apache-2.0,2016-02-19 15:09:43,2024-04-22 08:32:13.000000,2023-07-12 07:05:13,339.0,,821.0,241.0,245.0,193.0,530.0,2747.0,,,,,,47.0,,,,3.0,,,,,,,,,,,,net.openid:appauth,https://search.maven.org/artifact/net.openid/appauth,,,,,
107,ja3,https://github.com/salesforce/ja3,pki,JA3 is a standard for creating SSL client fingerprints in an easy to produce and shareable way.,,,19,True,salesforce/ja3,,https://github.com/salesforce/ja3,BSD-3-Clause,2017-06-13 22:54:10,2023-10-20 20:55:26.000000,2023-10-20 20:55:26,151.0,,284.0,98.0,42.0,28.0,24.0,2579.0,,,,,,26.0,,,1805.0,3.0,,,,,,,pyja3,https://pypi.org/project/pyja3,1805.0,,,,,,,,,
